sample_id,commit_hash,issue_summary
sample_0046,35a2f45736c0a4785858e88949944686990559be,Tighten nullability contract of PersistentPropertyPath.
sample_0047,2564f6a049326ddc01d9c3123568bda5c2c96036,Polishing.
sample_0048,70f21bda9f493ce9f215aec07a63e55085624176,Add SlicedResourcesAssembler for web integration.
sample_0049,6190baa3db51dda52fc6071d9ac963fc8bd99f7e,Move `ReactiveWrappers` into `o.s.d.util` package.
sample_0050,6190baa3db51dda52fc6071d9ac963fc8bd99f7e,Move `ReactiveWrappers` into `o.s.d.util` package.
sample_0051,5b784d006f46f7ed5234a09a165ee9a72142cd9e,Polishing.
sample_0052,e7cc9a6104db786e44a28c15c66ee2c639ad9571,Generate custom bean initialization code for types exposed via ManagedTypes during AOT.
sample_0053,0a423ac3f5c60cec3fa04e12d77963011b091945,Open up AuditingBeanDefinitionRegistrarSupport.registerAuditHandlerBeanDefinition(…) to allow additional bean registrations.
sample_0054,07342cffb59eddd6cd9d31b931282fffde444a3c,Polishing.
sample_0055,07342cffb59eddd6cd9d31b931282fffde444a3c,Polishing.
sample_0056,07342cffb59eddd6cd9d31b931282fffde444a3c,Polishing.
sample_0057,1d6331ccb6eb68919d3ab0dac4df0b102a144bd7,Use ResolvableType to back TypeInformation.
sample_0058,cb5201f9d21881c20e65b385f7400ad1dde41d3a,Introduce `PropertyValueConversionService` and specific null-conversion methods.
sample_0059,dda102ad7f17b252c06d7919ed0600d06143b239,Polishing.
sample_0060,228431534fc93f811898f4c64c3f364eed34dc35,Refine API and property-converter documentation.
sample_0061,228431534fc93f811898f4c64c3f364eed34dc35,Refine API and property-converter documentation.
sample_0062,c4a324e3cf6652bdb04723b2981c38ab88aa4cfa,Introduce support to create domain objects via factory methods.
sample_0063,c4a324e3cf6652bdb04723b2981c38ab88aa4cfa,Introduce support to create domain objects via factory methods.
sample_0064,c4a324e3cf6652bdb04723b2981c38ab88aa4cfa,Introduce support to create domain objects via factory methods.
sample_0065,a56ef010da5387f525ef1311308f1621baac7423,Remove own class reading infrastructure in favor of extensions to AnnotationMetadata.
sample_0066,20a1220cd14919bf3051b07ae31b7108a346356f,Drop support for RxJava 1.
sample_0067,f91901387fd2fbd4c91881faab22c79c72d03089,Accept JsonProvider upon JsonProjectingMethodInterceptorFactory creation.
sample_0068,65728804121fe1b63b2fcd19710f531a53b8b702,Moves PageabeExecutionUtils to o.s.data.support.
sample_0069,04f59f130717b245d700aff6de37186da8a33bca,Extract NullableWrapperConverters from QueryExecutionConverters.
sample_0070,04f59f130717b245d700aff6de37186da8a33bca,Extract NullableWrapperConverters from QueryExecutionConverters.
sample_0071,e77947f0a5eaa026fb8e3bb8ed700394e0ab78d1,Allow registration of QueryMethod invocation listeners.
sample_0072,fd15c099e9cc69775ed050e835f722918ff5d649,PersistentEntities allows in flight metadata creation if the associated mapping context can be identified.
sample_0073,edcf1a0562475ffc603cbe31de032a3e21d80732,Prefer regular methods in ReflectionUtils.findRequiredMethod(…).
sample_0074,ebcea509b88e2f75c2f32541d27a2c1e87cb563a,Reuse bean state in InstantiationAwarePropertyAccessor when setting multiple properties.
sample_0075,d3260d3caac5059d1bb1d2fd2c999749332c74ca,Add support for RxJava 3.
sample_0076,f047743cfa4edbfef76a1e32dadbfc650ee6781d,Rebuild quotation index from rewritten SpEL query.
sample_0077,ea9c6176af7c1673849dee7199afd0b6aaf94ead,Deprecate Joda-Time and ThreeTenBackport support.
sample_0078,ea9c6176af7c1673849dee7199afd0b6aaf94ead,Deprecate Joda-Time and ThreeTenBackport support.
sample_0079,dbcf9aefff1be9da4168bdd479473322133f0130,Allow fine grained store specific converter registration.
sample_0080,5cdb3139a4a224417899ebaa00dbb7192e8899a7,Improved property path access.
sample_0081,93c708379e2c12bb976b3cc8c1f455f57a74d9a9,Address review comments.
sample_0082,93c708379e2c12bb976b3cc8c1f455f57a74d9a9,Address review comments.
sample_0083,c945fa4f9aedfece83b32605527a11917aabe275,Drop own converters in favor of ReactiveAdapterRegistry.
sample_0084,c945fa4f9aedfece83b32605527a11917aabe275,Drop own converters in favor of ReactiveAdapterRegistry.
sample_0085,c945fa4f9aedfece83b32605527a11917aabe275,Drop own converters in favor of ReactiveAdapterRegistry.
sample_0086,1d2b81bec89d5899e0019bcbf185001753bef98c,Introduce InstantiationAwarePropertyAccessor.
sample_0087,1d2b81bec89d5899e0019bcbf185001753bef98c,Introduce InstantiationAwarePropertyAccessor.
sample_0088,1d2b81bec89d5899e0019bcbf185001753bef98c,Introduce InstantiationAwarePropertyAccessor.
sample_0089,221ad9353e29d82d75ab8428573d3cfd5212e70d,Tighten nullability constraints for Sort parameters in PageRequest factory methods.
sample_0090,221ad9353e29d82d75ab8428573d3cfd5212e70d,Tighten nullability constraints for Sort parameters in PageRequest factory methods.
sample_0091,dde9a651bafdc7f351dd2b29f6234e1a1a4ab53b,Decouple sync and reactive bits.
sample_0092,753d8bbb33315a46f2383e30c483e2796b60dcc9,Configuration infrastructure now considers scanning BeanNameGenerator.
sample_0093,ee64225be0c86512596a045701e4f8dc461afafa,Reject reactive repository implementation by default.
sample_0094,5da6cf20a2e0cb1aea24000c2343cc88688d8a9a,Add support for deferred repository initialization.
sample_0095,13b115068d171f25e6e553ebfd55eec54120db5f,Improvements to custom implementation scanning.
sample_0096,79119000bb48fca2d2ae8413825ed56527d4dfc3,Add support for Kotlin's copy(…) method.
sample_0097,1ea65f31306e3ae79edcca7c498f1a61169d8cbd,Detect wither methods.
sample_0098,fc2135df3d94edbbe1c6c823ebe53e464d355721,Unified is-new-detection in PersistentEntity.isNew(…).
sample_0099,fc2135df3d94edbbe1c6c823ebe53e464d355721,Unified is-new-detection in PersistentEntity.isNew(…).
sample_0100,a6215fbe0f5c9a254cddacb12763737f2c286ad5,Extract EvaluationContextProvider and corresponding SPIs into dedicated package.
sample_0101,a6215fbe0f5c9a254cddacb12763737f2c286ad5,Extract EvaluationContextProvider and corresponding SPIs into dedicated package.
sample_0102,0a3b71f0a18e7d2a6ce3c142cdea1bf3509067b0,Allow CDI Repositories to be composed of an arbitrary number of implementation classes.
sample_0103,919090bf202c8d2e59e2625e73985350d694a435,Extend configuration of CDI repository settings.
sample_0104,2b4ef1a55589466c87c2f30432f504e7b00a2438,Remove argument array caching from EntityInstantiators.
sample_0105,0669632a613994cfdeffecafc81078df851a211d,Add missing NonNullApi and Nullable annotations.
sample_0106,0669632a613994cfdeffecafc81078df851a211d,Add missing NonNullApi and Nullable annotations.
sample_0107,049970874dca2b648c9d2f3bfdd01f0e8a11de51,Introduced usage of nullable annotations for API validation.
sample_0108,049970874dca2b648c9d2f3bfdd01f0e8a11de51,Introduced usage of nullable annotations for API validation.
sample_0109,049970874dca2b648c9d2f3bfdd01f0e8a11de51,Introduced usage of nullable annotations for API validation.
sample_0110,4d2cc9ab8ee6c3438490a6c2eb073dd58dc0c9f9,Introduced StreamUtils.createStreamFromIterator(CloseableIterator).
sample_0111,1fc25727cf0e8ec90ad880892d9a3bab3d88e4d7,Move classes to better matching packages.
sample_0112,88ac1fc1654331984b1b1242cbc188b1246ffb15,Polishing.
sample_0113,0493d131e0f5c782cef440f85ef2b0bb64984bba,Remove Optional from TypeDiscoverer API.
sample_0114,eb9854f18fbd17f09bdb7a7def55c7d1bdbc79d0,Cache positive and negative simple type hits.
sample_0115,8c499122c7b1d3ddb8fcfbc5e66facfe56b08304,Alias is no longer based on Optional.
sample_0116,6cd5f7c0524165bc1d31c8625c4dbea5bde6f858,Replaced references to Spring's Converter to JDK 8's Function in domain package.
sample_0117,92e890703063af1785f4e0400cc3a4c67e731b69,Allow Repositories to be composed of an arbitrary number of implementation classes.
sample_0118,92e890703063af1785f4e0400cc3a4c67e731b69,Allow Repositories to be composed of an arbitrary number of implementation classes.
sample_0119,92e890703063af1785f4e0400cc3a4c67e731b69,Allow Repositories to be composed of an arbitrary number of implementation classes.
sample_0120,22dc91b68f71129ddf9aa20cf3bcfef352157444,Encapsulate boundaries in value objects for Range.
sample_0121,5f117a00a361c03061aea840001f57d2f2c7623f,Polishing of Property value type in mapping package.
sample_0122,e861d0343bab244992de29f3cd9c49a8d1b2c81b,Additions to Lazy.
sample_0123,be347eaaabd240da1b4223ac997889eb22b6f98f,Additional Java 8 language feature cleanup.
sample_0124,47e2e61ff50918eda505170425426c513c89935f,Preserve underscores when resolving PropertyPath for PersistentProperties.
sample_0125,8268373d11c11c4d4793314c969b716efbe45883,Further polishing in MappingContext APIs.
sample_0126,d4811e29d9a95b97dc4ee219ae2de46be93049bb,Second draft.
sample_0127,d4811e29d9a95b97dc4ee219ae2de46be93049bb,Second draft.
sample_0128,d4811e29d9a95b97dc4ee219ae2de46be93049bb,Second draft.
sample_0129,cc63e5b7a4d505b65e6610ff2b935d98077c9743,First draft.
sample_0130,cc63e5b7a4d505b65e6610ff2b935d98077c9743,First draft.
sample_0131,cc63e5b7a4d505b65e6610ff2b935d98077c9743,First draft.
sample_0132,f93d2df4f1b83713b84a45113fe01dcce100e0ba,Support for downcasts in Querydsl web bindings.
sample_0133,c52c45741a988dde87e5dadc6ba1fd4cde7f9ae4,Polishing.
sample_0134,5d591db848e449bd27756a7de393d4f872ad15ba,Polishing.
sample_0135,5d591db848e449bd27756a7de393d4f872ad15ba,Polishing.
sample_0136,474c9981dab4b4c193161415d25348cd426a0dda,"Provide wrapper conversion, ReactiveWrappers and RxJava 2 type conversion."
sample_0137,2e4d63fdddc4871bab450fa1a237d60fa098df46,Add reactive repository support.
sample_0138,2e4e6ee61faa0657f2d98c2b022cc27cf0a6425b,Fixed NullPointerException in PageableHandlerMethodArgumentResolver.
sample_0139,acf12423e0a6dc197a64ecfdb8a46be81c895434,Added dedicated Sort type to be able to express directions for revisions.
sample_0140,5b5daaf39764373a5b0e2c0d54796785b5a1427b,Polishing.
sample_0141,26f725be0df69abccbd64e61f7a84f418ad7b9f2,Polishing.
sample_0142,c916fcb1c1849cb943851abb53e934c8186ebdc5,Make sure PropertyReferenceException does not expose duplicate potential matches.
sample_0143,306795468d494578b1b5f9dd5a591e9ae023f1b8,Added support for Scala's Option type on repositories.
sample_0144,01563eb3122aba43d83ab9a0809e32275367f9c8,Improved messages in QueryMethodeParameterConversionException and ReflectionRepositoryInvoker.
sample_0145,3ed2f44e60d47adf2ef51f6008c56aac4fbac6bb,QuerydsBindings now allows aliasing of paths.
sample_0146,be47572e56e79a667629dbd5980377d0907e20a1,Fixed assignability check for from QueryMethod.
sample_0147,cccfa5e5c5eb775b59dd26029bfd7d02aeda3938,Polishing.
sample_0148,5db3def79b066caa41d3b0f61e9d51936c37736b,Polishing.
sample_0149,5db3def79b066caa41d3b0f61e9d51936c37736b,Polishing.
sample_0150,de4f1ffb7b3448a053af720d8cd5fc18dae59c4b,PageImpl now adapts total if necessary.
sample_0151,0c65c7bb67d507d0c0cf710a5220dc8c4226852d,Support for and ThreeTen datetime types.
sample_0152,bff8caba755233bbfbf2e291acfbca213ec8cd3e,Order clauses in derived repository clauses now default to ascending order.
sample_0153,6a849bc8ef09bc71c3005a556759516e95a18884,Introduced PersistentPropertyAccessor.
sample_0154,6a849bc8ef09bc71c3005a556759516e95a18884,Introduced PersistentPropertyAccessor.
sample_0155,eac6fcaa8efb004e73b911e9d94583fabb9bd912,Integrated RepositoryInvoker abstraction from Spring Data REST.
sample_0156,756c951112c1b120502a29b7851beeacb17c5ffd,Polishing.
sample_0157,ec49499e50ea3a282ed2031a467c5b02189ad130,RepositoryConfigurationDelegate now expects an Environment.
sample_0158,ec49499e50ea3a282ed2031a467c5b02189ad130,RepositoryConfigurationDelegate now expects an Environment.
sample_0159,e9bcca11be30caec582093612e2a1ea321e2a5db,Enhanced auditing subsystem to work with accessor annotations.
sample_0160,0e7a444aba0f41b587a726e5c0dbd1c1dd6d23ca,Removed obsolete generics on BeanWrapper.
sample_0161,0e7a444aba0f41b587a726e5c0dbd1c1dd6d23ca,Removed obsolete generics on BeanWrapper.
sample_0162,4c6afc5c30fe35a22e8c3534dd6601ff5f84c0a4,Allow dedicated control over the access type for properties.
sample_0163,4c6afc5c30fe35a22e8c3534dd6601ff5f84c0a4,Allow dedicated control over the access type for properties.
sample_0164,4c6afc5c30fe35a22e8c3534dd6601ff5f84c0a4,Allow dedicated control over the access type for properties.
sample_0165,94db475afed4129486aa0a2d2d02e159709d50f9,Polishing of newly introduced geo value objects.
sample_0166,324cee8cf0dd8837389f5c2997ef2d41634aa344,Refactorings in auditing configuration support.
sample_0167,a438d1ef17aa75a40430cfb711d4499fd53dda8a,Polishing of @Enable…Auditing support.
sample_0168,ae9ee5b428d6c9800424f852f5a77046f84bf1d3,Improvements in null handling in PartTree area.
sample_0169,ae9ee5b428d6c9800424f852f5a77046f84bf1d3,Improvements in null handling in PartTree area.
sample_0170,4303fdf3999e5884261c204eb4668a66e2959406,Refined persistence exception translation infrastructure.
sample_0171,0aef8c60b721225ad556dfe7b2b652dc4e3624ad,MappingInstantiationException captures more context now.
sample_0172,bd6c0bf7c669a520af9be3de46dbd6d3f9e0e0b7,RepositoryPopulator now throws event after population.
sample_0173,8604de559719f314eafb7981e8eab57d24d7b6c4,Added logging to ResourceReaderRepositoryPopulator.
sample_0174,583a60baedb135c0f2db8aae8117b2817320a97e,Improved working with getters and setters for PersistentProperty.
sample_0175,583a60baedb135c0f2db8aae8117b2817320a97e,Improved working with getters and setters for PersistentProperty.
sample_0176,5b0cb1a572e52ec1e2ba1e9e70785a9d48d27114,Improved API in Repositories / RepositoryFactoryInformation.
sample_0177,0b04251bbe19445f7d5f8244c455c07329f09818,PersistentEntities are not held in cache if verify() fails.
sample_0178,8ad6fe9d4ca9a89a9d7bfc62dedad85267d9e6cf,UserCredentials treats empty Strings passed as null.
sample_0179,7ff8a43a7558a6640292da7f86ad42503ea0d467,Added support for IgnoreCase as query keyword.
sample_0180,4074f2e387b45dbb240191b465dda5ff22b91419,"Refactored QueryMethod, Parameters and Parameter to be more open for extension."
sample_0181,5a6427fdcfa4cc7698bfdbc702280f19a047038d,Added ability to define PersistentProperty order for PersistentEntities.
sample_0182,1761255c2dfe4197d3741ffc445e93f03d625e74,Enabled annotation based repository declaration model.
sample_0183,1761255c2dfe4197d3741ffc445e93f03d625e74,Enabled annotation based repository declaration model.
sample_0184,870d156adb6c3fbf5aca92c3b6e219e36911fad5,Improved algorithm to lookup preferred constructor.
sample_0185,c4d81a28f1f4cd259bb587c98c0a8246c1341d4a,Refactored RepositoryFactorySupport.getQueryLookupStrategy(…)
