sample_id,repo,commit_hash,file_path,entity_type,entity_name,entity_signature,javadoc_change_type,method_change_type,issue_id,issue_summary
sample_0022,google/guava,a36f08fe312ec16ad86b9206290929f0686d3b02,guava/src/com/google/common/hash/Hashing.java,method,murmur3_32,@Deprecated public static HashFunction murmur3_32(int seed),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Deprecate buggy `murmur3_32` and introduce `murmur3_32_fixed`.
sample_0023,google/guava,a902c9e225e0c022c4fecd6cbd735926cc6643bf,guava/src/com/google/common/cache/Cache.java,class,Cache,"@DoNotMock(""Use CacheBuilder.newBuilder().build()"") @GwtCompatible @ElementTypesAreNonnullByDefault public interface Cache<K, V>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Annotate most of `cache` for nullness.
sample_0024,google/guava,820aeef2b08c115493f90ce1ed2c0f4e85fed368,guava/src/com/google/common/collect/ImmutableSet.java,method,hashFloodingDetected,static boolean hashFloodingDetected(@Nullable Object[] hashTable),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Optimize ImmutableSet hash flooding detection.
sample_0025,google/guava,12af215974de4b1db65e226270f7bd82be58d3ac,guava/src/com/google/common/reflect/Invokable.java,class,Invokable,"@Beta @ElementTypesAreNonnullByDefault public abstract class Invokable<T, R> implements AnnotatedElement, Member",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,`Invokable` no longer inherits from `java.lang.reflect.AccessibleObject`.
sample_0026,google/guava,12af215974de4b1db65e226270f7bd82be58d3ac,guava/src/com/google/common/reflect/Invokable.java,method,getTypeParameters,public abstract TypeVariable<?>[] getTypeParameters(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,`Invokable` no longer inherits from `java.lang.reflect.AccessibleObject`.
sample_0027,google/guava,b1a86797e10d18a59ad2a6a3fb20900d2ebb96fd,guava/src/com/google/common/io/MoreFiles.java,method,throwDeleteFailed,"private static void throwDeleteFailed(Path path, Collection<IOException> exceptions) throws FileSystemException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#3203,Make `MoreFiles.deleteRecursively()` throw `NoSuchFileException` when the `path` argument itself doesn't exist.
sample_0028,google/guava,410627262beccfab185209f0d2e7126177dba7c8,guava/src/com/google/common/reflect/ClassPath.java,method,getTopLevelClasses,public ImmutableSet<ClassInfo> getTopLevelClasses(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add ClassInfo.isTopLevel().
sample_0029,google/guava,c15cd8040f5d802b396c39911a11eb2a12c4b3a4,guava/src/com/google/common/io/FileBackedOutputStream.java,class,FileBackedOutputStream,@Beta @GwtIncompatible public final class FileBackedOutputStream extends OutputStream,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Use Error Prone's @GuardedBy enforcement to make sure that mutable state is appropriately synchronized.
sample_0030,google/guava,fd9a17fbdbe6d92d15a0bd449a5d0dbd95e2041b,guava/src/com/google/common/util/concurrent/ImmediateFuture.java,class,ImmediateFuture,@GwtCompatible class ImmediateFuture<V> implements ListenableFuture<V>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Roll forward previous rollback, but without making the type final."
sample_0031,google/guava,020f8673502ffbb31ab2f272e2b4ee26eae40093,guava/src/com/google/common/util/concurrent/ImmediateFuture.java,class,ImmediateFuture,@GwtCompatible abstract class ImmediateFuture<V> implements ListenableFuture<V>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rollback previous commit.
sample_0032,google/guava,950026cc80d35705dbc882b9ded7f5ad41f8b15b,guava/src/com/google/common/util/concurrent/ImmediateFuture.java,class,ImmediateFuture,@GwtCompatible final class ImmediateFuture<V> implements ListenableFuture<V>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Combine ImmediateSuccessfulFuture into ImmediateFuture.
sample_0033,google/guava,bbc26e180ba06dc45daa1aa6a3d56fd14594bb0e,guava/src/com/google/common/util/concurrent/AggregateFuture.java,class,AggregateFuture,"@GwtCompatible abstract class AggregateFuture<InputT, OutputT> extends AggregateFutureState<OutputT>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Release the input futures as soon as we submit the combiner task. But really, redo how we release resources in general."
sample_0034,google/guava,bbc26e180ba06dc45daa1aa6a3d56fd14594bb0e,guava/src/com/google/common/util/concurrent/AggregateFuture.java,method,init,final void init(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Release the input futures as soon as we submit the combiner task. But really, redo how we release resources in general."
sample_0035,google/guava,27bfe412b83bc64b7f4c0fa7fa21087c1e3320ad,guava/src/com/google/common/util/concurrent/AbstractService.java,method,notifyStopped,protected final void notifyStopped(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Allow Service to transition from STARTING to TERMINATED. Add a new ""doCancelStart"" method that is called when a service is stopped while still starting. This gives implementations a chance to abort code which may be preventing the service from starting."
sample_0036,google/guava,9bf6d959014abb08f6d42902c9ce252e16ac0ea4,guava/src/com/google/common/cache/CacheBuilder.java,class,CacheBuilder,"@GwtCompatible(emulated = true) public final class CacheBuilder<K, V>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add java.time.Duration overloads to CacheBuilder cacheBuilder.expireAfterAccess(Duration) cacheBuilder.expireAfterWrite(Duration) cacheBuilder.refreshAfterWrite(Duration)
sample_0037,google/guava,cbc53084465d3a95cdb8cbd79da21624e3086d5d,guava/src/com/google/common/graph/Traverser.java,class,Traverser,@Beta public abstract class Traverser<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Traverser.java: add support for multiple start nodes.
sample_0038,google/guava,9f0269fd0a43458850b5d3989bf5033d35d8679f,guava/src/com/google/common/collect/ImmutableList.java,method,of,"@SafeVarargs // For Eclipse. For internal javac we have disabled this pointless type of warning. public static <E> ImmutableList<E> of( E e1, E e2, E e3, E e4, E e5, E e6, E e7, E e8, E e9, E e10, E e11, E e12, E... others)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#3027,Restrict length of varargs array in immutable collection factory methods
sample_0039,google/guava,1f40cf6380357340b2fd786ff79debf42555676a,guava/src/com/google/common/collect/ArrayTable.java,method,isEmpty,@Override public boolean isEmpty(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Support for empty ArrayTable.
sample_0040,google/guava,b72fe8611c3ed4b2782ca79dec170efe5d1fbd0e,guava/src/com/google/common/collect/TreeTraverser.java,class,TreeTraverser,@Deprecated @Beta @GwtCompatible public abstract class TreeTraverser<T>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Deprecate [Binary]TreeTraverser.
sample_0041,google/guava,40df21bf55c45ca190ac65ed58641b54ef454ef1,guava/src/com/google/thirdparty/publicsuffix/PublicSuffixType.java,class,PublicSuffixType,@Beta @GwtCompatible public enum PublicSuffixType,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add the notion of RegistrySuffix to InternetDomainName.
sample_0042,google/guava,71f8c47ff2acb1d5359c350d8a872016a3fc5e19,guava/src/com/google/common/util/concurrent/SequentialExecutor.java,class,SequentialExecutor,@GwtIncompatible final class SequentialExecutor implements Executor,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,guava concurrent] Removed the now-unused suspend() and resume() methods from SequentialExecutor. Removed the special-case visibility. Marked SequentialExecutor final. Removed the now-unused SerializingExecutor migration interface. Updated Javadoc to remove references to the now-gone methods.
sample_0043,google/guava,c95fc106ff08d0652b5d661cab9a73f38697eccc,guava/src/com/google/common/base/Throwables.java,method,getSizeMethod,@GwtIncompatible // java.lang.reflect @Nullable private static Method getSizeMethod(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#2947,Throwables#lazyStackTrace unsupported on IBM JDK 6
sample_0044,google/guava,63898e263ddcdae00fc760fdaf97d90c8a656608,guava/src/com/google/common/reflect/ClassPath.java,class,ClassPath,@Beta public final class ClassPath,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Make ClassPath search the contents of the ""java.class.path"" system property for the system class loader in Java 9."
sample_0045,google/guava,b89a6586f5da3a943e4b412bd61cc6bc199f451f,guava/src/com/google/common/collect/EnumMultiset.java,class,EnumMultiset,@GwtCompatible(emulated = true) public final class EnumMultiset<E extends Enum<E>> extends AbstractMultiset<E> implements Serializable,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Rewrite EnumMultiset to be directly backed by an E[] and an int[], avoiding allocation of boxing objects."
sample_0046,google/guava,0f6096df9105ecbbb2d32017eae8fd63562ab298,guava/src/com/google/common/graph/ValueGraph.java,method,edgeValue,"Optional<V> edgeValue(N nodeU, N nodeV)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"ValueGraph.edgeValue*: change from * V edgeValue(), V edgeValueOrDefault() to * Optional<V> edgeValue(), V edgeValueOrNull()"
sample_0047,google/guava,826bda60d3c84c8142da6f0e8576c68540d51891,guava/src/com/google/common/base/Throwables.java,method,getRootCause,public static Throwable getRootCause(Throwable throwable),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Throw IllegalArgumentException if a loop in the causal chain is detected in Throwables.getCausalChain() and Throwables.getRootCause().
sample_0048,google/guava,826bda60d3c84c8142da6f0e8576c68540d51891,guava/src/com/google/common/base/Throwables.java,method,TODO,@Beta // TODO(kevinb): decide best return type public static List<Throwable> getCausalChain(Throwable throwable),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Throw IllegalArgumentException if a loop in the causal chain is detected in Throwables.getCausalChain() and Throwables.getRootCause().
sample_0049,google/guava,f8d905771028396cd88c7a40af3712df047a5e4a,guava/src/com/google/common/collect/ContiguousSet.java,class,ContiguousSet,"@GwtCompatible(emulated = true) @SuppressWarnings(""rawtypes"") // allow ungenerified Comparable types public abstract class ContiguousSet<C extends Comparable> extends ImmutableSortedSet<C>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add simple `closed` and `closedOpen` ContiguousSet factories for int and long.
sample_0050,google/guava,4e41d621c3f413eb31da2d31b6c9d9713cd851f6,guava/src/com/google/common/util/concurrent/Futures.java,method,inCompletionOrder,@Beta public static <T> ImmutableList<ListenableFuture<T>> inCompletionOrder( Iterable<? extends ListenableFuture<? extends T>> futures),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Propagate cancellation for Futures.inCompletionOrder
sample_0051,google/guava,c92e1c749c18f08c17feaf273bdcfeb3d1053ca0,guava/src/com/google/common/hash/AbstractHasher.java,class,AbstractHasher,@CanIgnoreReturnValue abstract class AbstractHasher implements Hasher,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Reorganize abstract HashFunction and Hasher implementations to simplify common.hash and potentially prepare for exposing these skeletal implementations.
sample_0052,google/guava,cd8fb02a9c762707e5b7bbc22507dc8569efe430,guava/src/com/google/common/collect/MapMakerInternalMap.java,class,Helper,"static final class Helper<K> implements InternalEntryHelper< K, Dummy, StrongKeyDummyValueEntry<K>, StrongKeyDummyValueSegment<K>>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Provide specializations of MapMakerInternalMap's internal data structures, notably InternalEntry, for the case where the value type is a singleton. This is Interners's exact use case."
sample_0053,google/guava,557649df91e5f8bab4d5f39d56c81bd47e134b06,guava/src/com/google/common/collect/ImmutableList.java,method,asImmutableList,"static <E> ImmutableList<E> asImmutableList(Object[] elements, int length)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Partial rollback of changelist 150805495.
sample_0054,google/guava,557649df91e5f8bab4d5f39d56c81bd47e134b06,guava/src/com/google/common/collect/ImmutableSortedSet.java,method,construct,"static <E> ImmutableSortedSet<E> construct( Comparator<? super E> comparator, int n, E... contents)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Partial rollback of changelist 150805495.
sample_0055,google/guava,af5e29f3fd05df9a05e597380b6922cc9fc15995,guava/src/com/google/common/collect/ImmutableList.java,method,asImmutableList,"static <E> ImmutableList<E> asImmutableList(Object[] elements, int length)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Do not copy in Immutable{List,Set,SortedSet} construction."
sample_0056,google/guava,af5e29f3fd05df9a05e597380b6922cc9fc15995,guava/src/com/google/common/collect/ImmutableSortedSet.java,method,construct,"static <E> ImmutableSortedSet<E> construct( Comparator<? super E> comparator, int n, E... contents)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Do not copy in Immutable{List,Set,SortedSet} construction."
sample_0057,google/guava,296972864f901744a7eb16698ecbbcbfaabf1989,guava/src/com/google/common/util/concurrent/Futures.java,method,inCompletionOrder,@Beta public static <T> ImmutableList<ListenableFuture<T>> inCompletionOrder( Iterable<? extends ListenableFuture<? extends T>> futures),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Reimplement inCompletionOrder() (courtesy lukes@). (Also, make it available under GWT, but possibly I could have done that without reimplementing?)"
sample_0058,google/guava,c7769b29de954b3469fb1d9a25a80cb333fdd0ae,guava/src/com/google/common/io/CharSource.java,method,lines,@Beta @MustBeClosed public Stream<String> lines() throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add CharSource.lines().
sample_0059,google/guava,719173f3c3b75f12992635e2cb60d5cffaab7d8f,guava/src/com/google/common/base/Stopwatch.java,class,Stopwatch,@GwtCompatible(emulated = true) public final class Stopwatch,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add Stopwatch.elapsed() which returns a java.time.Duration
sample_0060,google/guava,9e2592468378e55556e28d643a6437322d35c480,guava/src/com/google/common/util/concurrent/ListenerCallQueue.java,class,ListenerCallQueue,@GwtIncompatible final class ListenerCallQueue<L>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Make ListenerCallQueue functionality available outside the concurrent package internally. Changes encapsulate list of listeners functionality rename Callback interface to Event and make it lambda-compatible move ""methodName"" to just be toString() on Event, which also defers/avoids unnecessary allocations remove @GuardedBy suppression"
sample_0061,google/guava,7c11b8d9220b710d5598b774e22cc774f68f40e7,guava/src/com/google/common/reflect/ClassPath.java,class,ClassPath,@Beta public final class ClassPath,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#2649,Make classpath scans over circular symlinks predictable.
sample_0062,google/guava,7356947cb2caf73d6155255bdcc2906e45e973d6,guava/src/com/google/common/io/Files.java,method,append,"@Deprecated public static void append(CharSequence from, File to, Charset charset) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Deprecate several redundant methods in Files, cross-reference functionality added to JDK's Files class (hence not in Guava's MoreFiles)."
sample_0063,google/guava,d0dc9ce896df6299de427063fa69bd348937ef1f,guava/src/com/google/common/graph/Graphs.java,method,equivalent,"@Deprecated public static boolean equivalent(@Nullable Graph<?> graphA, @Nullable Graph<?> graphB)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Now that ValueGraph no longer extends Graph, change all the common.graph interfaces to handle equals()/hashCode() ""normally"". Deprecate Graphs.equivalent()."
sample_0064,google/guava,7b53ffdf0d4c7616566cb6953cce15e9247c04c2,guava/src/com/google/common/base/Throwables.java,method,Class.cast,"@Beta @GwtIncompatible // Class.cast(Object) public static <X extends Throwable> X getCauseAs( Throwable throwable, Class<X> expectedCauseType)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add example anti-pattern to getCauseAs() Javadoc.
sample_0065,google/guava,15b547abb7015069bb464833a72f433d82b83829,guava/src/com/google/common/base/Optional.java,method,toJavaUtil,@Nullable public static <T> java.util.Optional<T> toJavaUtil(@Nullable Optional<T> googleOptional),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add toJavaUtil instance method, which is handier and also doesn't have to be marked @Nullable."
sample_0066,google/guava,59bb189b0b06ddaf28c4df833879a645746ca210,guava/src/com/google/common/collect/ImmutableRangeMap.java,method,put,"@CanIgnoreReturnValue public Builder<K, V> put(Range<K> range, V value)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Defer overlap checking in ImmutableRange{Set,Map}.Builder to the build() call, which matches the behavior in ImmutableMap.Builder and allows significantly faster handling of the case where ranges are inserted in predictable order."
sample_0067,google/guava,59bb189b0b06ddaf28c4df833879a645746ca210,guava/src/com/google/common/collect/ImmutableRangeMap.java,method,build,"public ImmutableRangeMap<K, V> build()",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Defer overlap checking in ImmutableRange{Set,Map}.Builder to the build() call, which matches the behavior in ImmutableMap.Builder and allows significantly faster handling of the case where ranges are inserted in predictable order."
sample_0068,google/guava,59bb189b0b06ddaf28c4df833879a645746ca210,guava/src/com/google/common/collect/ImmutableRangeSet.java,method,add,@CanIgnoreReturnValue public Builder<C> add(Range<C> range),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Defer overlap checking in ImmutableRange{Set,Map}.Builder to the build() call, which matches the behavior in ImmutableMap.Builder and allows significantly faster handling of the case where ranges are inserted in predictable order."
sample_0069,google/guava,73e382fa877f80994817a136b0adcc4365ccd904,guava/src/com/google/common/base/Function.java,class,Function,"@GwtCompatible @FunctionalInterface public interface Function<F, T> extends java.util.function.Function<F, T>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Release Java 8 changes to Guava.
sample_0070,google/guava,73e382fa877f80994817a136b0adcc4365ccd904,guava/src/com/google/common/base/Predicate.java,class,Predicate,@FunctionalInterface @GwtCompatible public interface Predicate<T> extends java.util.function.Predicate<T>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Release Java 8 changes to Guava.
sample_0071,google/guava,73e382fa877f80994817a136b0adcc4365ccd904,guava/src/com/google/common/base/Supplier.java,class,Supplier,@GwtCompatible @FunctionalInterface public interface Supplier<T> extends java.util.function.Supplier<T>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Release Java 8 changes to Guava.
sample_0072,google/guava,2d9d38c335bc38adc7045c90283f8e4f90048b6e,guava/src/com/google/common/collect/TreeTraverser.java,class,TreeTraverser,@Beta @GwtCompatible(emulated = true) public abstract class TreeTraverser<T>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Create TreeTraverser.using().
sample_0073,google/guava,cfe05dfda3ba79aa1bd3acce6b4e766eb7b9bc00,guava/src/com/google/common/graph/AbstractGraph.java,class,AbstractGraph,@Beta public abstract class AbstractGraph<N> implements Graph<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Changes to common.graph. Sorry for the churn, but after this things should be settled down for a while (and we'll be launching v20 soon!). Changes include"
sample_0074,google/guava,cfe05dfda3ba79aa1bd3acce6b4e766eb7b9bc00,guava/src/com/google/common/graph/AbstractNetwork.java,class,AbstractNetwork,"@Beta public abstract class AbstractNetwork<N, E> implements Network<N, E>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Changes to common.graph. Sorry for the churn, but after this things should be settled down for a while (and we'll be launching v20 soon!). Changes include"
sample_0075,google/guava,cfe05dfda3ba79aa1bd3acce6b4e766eb7b9bc00,guava/src/com/google/common/graph/Graph.java,class,Graph,@Beta public interface Graph<N>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Changes to common.graph. Sorry for the churn, but after this things should be settled down for a while (and we'll be launching v20 soon!). Changes include"
