sample_id,commit_hash,issue_summary
sample_0079,73503c4f669b4c4db509c19794bf86e951d962dc,Auto-generate a unique key in schema-less example if data does not have an id field
sample_0080,4bd3a5789967e2e8c9d5217f906e3b407e49564c,TermValComparator can sort missing values last.
sample_0081,7e0aff8dabc4c3780f1e16a515646483cf92c2cc,Enhance BBoxStrategy & Overlap similarity. Configurable docValues / index usage. Add new ShapeAreaValueSource.
sample_0082,474d846bb5b5c4f8c9e09807ec6654be77fc999f,"Fix compareTo in MutableValueDouble and MutableValueBool, this caused incorrect results when grouping on fields with missing values"
sample_0083,474d846bb5b5c4f8c9e09807ec6654be77fc999f,"Fix compareTo in MutableValueDouble and MutableValueBool, this caused incorrect results when grouping on fields with missing values"
sample_0084,474d846bb5b5c4f8c9e09807ec6654be77fc999f,"Fix compareTo in MutableValueDouble and MutableValueBool, this caused incorrect results when grouping on fields with missing values"
sample_0085,2f28cc16e0e419e52e1892578b2bc2e941507790,reverting
sample_0086,af18eeed89c1469c1ec55451133843cd69c20972,"one state.json per collection , support for one json per collection"
sample_0087,42aaf72f62d7e52f3eecfd98eaf5ed5cc648d463,deprecate JaspellLookup
sample_0088,ae6ea5d4f03b829dc23d8e836a092c5f6ee70227,cutover to FixedBitSet to mark the accept states; improve javadocs
sample_0089,6ac082fbe1dfcbd5656c6286f37d4a6ef74ddf05,remove last nocommits; turn on method-level javadocs for oal.util.automaton; improve tests
sample_0090,e7f81b4d6ccf72b218087527ec3cfc89dd12f16f,OrdinalMap optimizations.
sample_0091,5927445bb605ec386117ec1121bf321d558a266d,track isDeterministic privately in LA; also remove states not reachable from initial node in removeDeadStates; move prefix handling into LevA
sample_0092,5927445bb605ec386117ec1121bf321d558a266d,track isDeterministic privately in LA; also remove states not reachable from initial node in removeDeadStates; move prefix handling into LevA
sample_0093,b31ae698e5d1574105d43901356ae752eedb6e4e,Monotonic compression doesn't use zig-zag encoding anymore.
sample_0094,8f267c8560cac15d140c5097dfd6392c4270d3d2,BinaryDocValues producers don't allocate or copy bytes on each access anymore
sample_0095,8f267c8560cac15d140c5097dfd6392c4270d3d2,BinaryDocValues producers don't allocate or copy bytes on each access anymore
sample_0096,8f267c8560cac15d140c5097dfd6392c4270d3d2,BinaryDocValues producers don't allocate or copy bytes on each access anymore
sample_0097,9e6c1432a6b9e5483982fb2d4d2982779f192b7a,split out direct packed ints from in-ram ones
sample_0098,9e6c1432a6b9e5483982fb2d4d2982779f192b7a,split out direct packed ints from in-ram ones
sample_0099,d8ce02547178fbd9d200c69eef4f1c6fd71d98ce,remove the ability to unset a DocValues field through DV updates
sample_0100,18d2cfaf9c4db4eabc07ee47a23b6425aaeb29e2,fix nocommits
sample_0101,9714faa3141d871a1a1699763faa978b06830445,get solr compiling
sample_0102,9df7b5c7cfad8e8a5623eeb9da0e0857c54f3e0d,current state to branch
sample_0103,9df7b5c7cfad8e8a5623eeb9da0e0857c54f3e0d,current state to branch
sample_0104,9df7b5c7cfad8e8a5623eeb9da0e0857c54f3e0d,current state to branch
sample_0105,4c2cca57dd81e082dda995978df195f89027a76f,add RateLimiter.getMinPauseCheckBytes for callers to know minimal number of bytes before consulting rate limiter
sample_0106,4c2cca57dd81e082dda995978df195f89027a76f,add RateLimiter.getMinPauseCheckBytes for callers to know minimal number of bytes before consulting rate limiter
sample_0107,8c4e826818110362afa900412cdbe5e77cb47763,change getFiniteStrings to iterative impl
sample_0108,6e9cbf3986981ff44b1a508e2583c1579d5140ce,pack the core attributes into one impl by default
sample_0109,6e9cbf3986981ff44b1a508e2583c1579d5140ce,pack the core attributes into one impl by default
sample_0110,ad37014a3ac6dcd53de14680ddb63b99c25b1f86,Rename getAnalyzer() to getIndexAnalyzer()
sample_0111,b8c02f6267f3f520713b1ceaee7828dcf5ef4260,replace NoMergePolicy.COMPOUND/NO_COMPOUND by NoMergePolicy.INSTANCE
sample_0112,2ce57608ee95f3075c2e466210566f69285b11a3,revert
sample_0113,f0414ff3af796b65b394306a0cc704040c778c8f,fix the crazy getAttribute API to prevent double lookups and extra code everywhere
sample_0114,67ebc26fa97552476fc9a7a49716c08c4ee47afa,put current patch on branch
sample_0115,8e3727bb0521b7c27f7109f338690794776bc7c2,remove FieldInfos leniency
sample_0116,138bd925d85c079c5777efa61206f6af57110b52,switch BytesRef/BytesRefHash hashing to MurmurHash3
sample_0117,138bd925d85c079c5777efa61206f6af57110b52,switch BytesRef/BytesRefHash hashing to MurmurHash3
sample_0118,138bd925d85c079c5777efa61206f6af57110b52,switch BytesRef/BytesRefHash hashing to MurmurHash3
sample_0119,597912787c3f7171ffbca0f3d6ba9629432ca20e,Removed deprecated non-Trie-based numeric & date field types.
sample_0120,f58f711f73d4929cfe1df04dae02d9a72af33ffe,RegexReplaceProcessorFactory should support pattern capture group substitution in replacement string.
sample_0121,8559eafd99e5b569d4ad866e98f410fb4868fd4c,"fix IW.close to just close, even on exception"
sample_0122,e081587dea1291da5bcb5f82a112e1bf41dda0f2,Allow ExpandComponent to accept query and filter query parameters
sample_0123,c189d0fb74dd1632c18d7c87d490516ff08b3fae,add checksums to index files
sample_0124,ed22afea8ac22949494f58ac343cc955964054d9,Morfologik filter can accept custom dictionary resources.
sample_0125,ed22afea8ac22949494f58ac343cc955964054d9,Morfologik filter can accept custom dictionary resources.
sample_0126,40fc92d3c8e0909cb05eab8e80de89d9f16655fb,add contexts to AnalyzingInfixSuggester
sample_0127,40fc92d3c8e0909cb05eab8e80de89d9f16655fb,add contexts to AnalyzingInfixSuggester
sample_0128,6e2f6a69eb0adbefe90798b178e51539ab81aeca,"Fix ThaiWordFilter, smartcn WordTokenFilter"
sample_0129,6890323868b0e615f46d913ae988940cb0163096,javadocs cleanups
sample_0130,328fdf92177a9cb85635f4a05581fe6b2436e538,merge Sorter and SortSorter (in progress)
sample_0131,c4f4beb27e6cb636b0b151b4288f2230e350adc4,hunspell2 -> hunspell (with previous options and tests)
sample_0132,b872f4b5c3c5324711ebb379e6c8e4c705ab3f42,Add LongBitSet to handle large number of bits; replace usage of OpenBitSet by FixedBitSet/LongBitSet
sample_0133,b5926da2d67820f5fdf8c8ec9b2e642b74d12070,"Add .getCount method to all suggesters (Lookup), persist count metadata on .store(), Dictionary returns InputIterator, Dictionary.getWordIterator renamed to .getEntryIterator"
sample_0134,b5926da2d67820f5fdf8c8ec9b2e642b74d12070,"Add .getCount method to all suggesters (Lookup), persist count metadata on .store(), Dictionary returns InputIterator, Dictionary.getWordIterator renamed to .getEntryIterator"
sample_0135,20a280c33cd9765ca9186593771fc628b92cf6b3,faster drill-down/sideways on costly filters
sample_0136,d1999b77917ef6466a0463704b985925fbd74cd9,Suggest module should not depend on expression module
sample_0137,b27fe755d10a4d9eea2d073b0950afb15d71e85d,IndexWriter.addIndexes(Directory[]) now acquires the IW write lock on the incoming indices to ensure there are no active IndexWriters in those directories
sample_0138,33d88bef57ef0d2c385ec88cc4d32e4f4dacd34f,Upgrade Spatial4j 0.4. Moved away from stuff deprecated in Spatial4j.
sample_0139,33d88bef57ef0d2c385ec88cc4d32e4f4dacd34f,Upgrade Spatial4j 0.4. Moved away from stuff deprecated in Spatial4j.
sample_0140,b5dbac5e3582a1cfd59af34c1a41f88aed203da1,upgrade ICU to icu4j 52.1
sample_0141,b5dbac5e3582a1cfd59af34c1a41f88aed203da1,upgrade ICU to icu4j 52.1
sample_0142,dff3579da3e9b27c4478343286aeaa6a6a0da83b,applying hoss's patch to fix function edge case in distributed sort
sample_0143,4109c6db3365a901de47c97dcb41e673ee62ec95,The 'map' function query accepts a ValueSource as target and default value
sample_0144,3693346afa9f15bb8e1db90f93bae81e5f2d38eb,fix some nocommits; move taxoWriter out of FacetsConfig; move search + collect utility methods to FacetsCollector
sample_0145,18bcf7fc8252e6b6083147fa18b730c68bd4e0ab,Fix improperly named module solr-extraction -> solr-cell
sample_0146,2f4c2380cd821f45e735642bef673441859972a4,Document/ExpressionDictionary are now lenient if a doc is missing term/payload/weight
sample_0147,2f4c2380cd821f45e735642bef673441859972a4,Document/ExpressionDictionary are now lenient if a doc is missing term/payload/weight
sample_0148,21afda7b2285aad21acf2af89c87bb672830244b,Eliminate the 1500ms wait in overseer loop as well as polling the ZK distributed queue.
sample_0149,99255ff0da685e6727d08833ed1c7feca18525ce,Add Payload support to FileDictionary (Suggest) and make it more configurable
sample_0150,99255ff0da685e6727d08833ed1c7feca18525ce,Add Payload support to FileDictionary (Suggest) and make it more configurable
sample_0151,55c8752b20d0a8b220f826cfdd1d9440fe532015,allow range faceting on any ValueSource
sample_0152,55c8752b20d0a8b220f826cfdd1d9440fe532015,allow range faceting on any ValueSource
sample_0153,fe4699b6b0fce0ec97af1672473f654ea9933280,leave the default to true for enablePositionIncrements
sample_0154,cdeef19d7aac3c89068aa451a6a57212a8c64825,FastVectorHighlighter now supports highlighting against several indexed fields
sample_0155,cdeef19d7aac3c89068aa451a6a57212a8c64825,FastVectorHighlighter now supports highlighting against several indexed fields
sample_0156,469ce1ab530d4c5c7986e0d7c5956f6f8fff0ded,EliasFanoDocIdSet now has an index and uses broadword bit selection to speed-up advance()
sample_0157,78d52bef1f0f382daece814f3e975529aace7c98,cutover all postings formats to FieldsConsumer
sample_0158,86a0b893fe04478b162a21c572e3b76f09523d90,move config argument retrieval/removal from Update Processor code to NamedList
sample_0159,f6ae77fc1e65fe6f0cc3ce76823caaa0c64a77d9,Fix SegmentInfo.attributes when updates are involved
sample_0160,f6ae77fc1e65fe6f0cc3ce76823caaa0c64a77d9,Fix SegmentInfo.attributes when updates are involved
sample_0161,1a740cad063db6886f34f068efea3c15de284e16,Add support for FieldInfos generation
sample_0162,1a740cad063db6886f34f068efea3c15de284e16,Add support for FieldInfos generation
sample_0163,017a3bf628189bfd559dfb187f8b42ddabdb2c7e,invert postings writing API
sample_0164,9d16038391bbc3c4648284639ab0d01b0ddb59b2,Add support to SynonymFilterFactory for custom parsers
sample_0165,499bd3688a323c9078ac34f0f57689d9a553c1b8,"Better javadocs and error checking of 'format' option in StopFilterFactory, as well as comments in all snowball formated files about specifying format option"
sample_0166,1120e46961b242104410190b70d1f4e4e57d1a40,add NumericDocValues updates
sample_0167,e6c0692d4b0d06948274e6b281376e100fd07fcb,"Add checks for classloader, so all methods in the Map are accessible"
sample_0168,b29b3e5f3f702254cb134470d51131e55c9c4daa,minor docs and API cleanups
sample_0169,047a650004184829b9430807cb41b9e809fd5a9c,follow-up code cleanups.
sample_0170,047a650004184829b9430807cb41b9e809fd5a9c,follow-up code cleanups.
sample_0171,7a7989452804c69d087a45580f6f7a253afe92dd,Rewritten selection of the default search and document clustering algorithms.
sample_0172,bd4f9b9896adac095001d7cd0d8c6d5ccadc6bda,CloudSolrServer can now route updates locally and no longer relies on inter-node update forwarding. Allow CloudSolrServer and SolrCmdDistributor to use JavaBin. CloudSolrServer now uses multiple threads to send updates by default.
sample_0173,91c01ddb5ffa75f48b743c8d767385da33c9f0f3,HighFreqTerms has confusing behavior with -t option
sample_0174,13bedbe616337ccc832e079d1c130e05b494f4d1,UniqFieldsUpdateProcessorFactory now extends FieldMutatingUpdateProcessorFactory and supports all of it's selector options
sample_0175,642ac287a24236efc04f109b305df569ebc9cdfc,make 4.2 read only / setup impersonator
sample_0176,642ac287a24236efc04f109b305df569ebc9cdfc,make 4.2 read only / setup impersonator
sample_0177,f7d2ac0b0da944773d4c02709b199db619648ab6,"IndexWriter no longer places a limit on length of DV binary fields (individual codecs still have their limits, including the default codec)"
sample_0178,f7d2ac0b0da944773d4c02709b199db619648ab6,"IndexWriter no longer places a limit on length of DV binary fields (individual codecs still have their limits, including the default codec)"
sample_0179,8bac549ce35181839740c7e220c4d35e8eb06a66,"Add getter for reuse strategy to Analyzer, make AnalyzerWrapper's reuse strategy configurable, fix strategy to be stateless"
sample_0180,8bac549ce35181839740c7e220c4d35e8eb06a66,"Add getter for reuse strategy to Analyzer, make AnalyzerWrapper's reuse strategy configurable, fix strategy to be stateless"
sample_0181,8bac549ce35181839740c7e220c4d35e8eb06a66,"Add getter for reuse strategy to Analyzer, make AnalyzerWrapper's reuse strategy configurable, fix strategy to be stateless"
sample_0182,8a71c443209d385218c79226902ce8750350a620,merge trunk changes over
sample_0183,8a71c443209d385218c79226902ce8750350a620,merge trunk changes over
sample_0184,8a71c443209d385218c79226902ce8750350a620,merge trunk changes over
sample_0185,51314afdd40d0b5455325a36de14a75dcfd2523c,"set sane default readChunkSizes, make the setter work, and test the chunking"
sample_0186,96c161f11fc2c2a0a5167a1f204ad7fd72aca0bf,add OrdinalValueResolver
sample_0187,2c5856cf25b0268dafe3cd44428c896cacb60fd0,AppendingPackedLongBuffer and added suport for bulk get operations to the Appending*Buffers.
sample_0188,02a2f383b21da427b901171add813d5d90d9623e,FixedGapTermsIndex should use monotonic compression
sample_0189,bb1164b2fc524138700573e793f0da849b4028dd,Make it easier to mix different kinds of FacetRequests
sample_0190,70344afbfca2fd9d6caaf5653233a9326ea2e81e,don't clone IndexWriterConfig by IndexWriter; prevent config from being shared with multiple writers
sample_0191,bd455f46da0189bc39c9259f7fc75ffabe7b0df8,geodist support for RPT
sample_0192,2e1b9f5f16523cee3a3918732148b32d45694496,add not-near capability to SpanNotQuery
sample_0193,c74f89adc4e4d46f51eead866bf1bae6765f80aa,improve FacetRequest javadocs
sample_0194,47bf70812bae1eb6de20cd15624a2ab4d53b0668,multiplier to spatial makeDistanceValueSource
sample_0195,f9bb96db815dba1adecc23c658a1cd7d2f2dadd0,CategoryAssociationsContainer should not allow null associations
sample_0196,59a1435742fecf5cc508e132f741dd3a0e006496,Make HunspellStemFilter's maximum recursion level configurable.
sample_0197,97fb0209ce3588a5c408c333edcf4c4bfd28366c,FuzzySuggester can optionally measure edits in Unicode code points instead of UTF8 bytes
sample_0198,97fb0209ce3588a5c408c333edcf4c4bfd28366c,FuzzySuggester can optionally measure edits in Unicode code points instead of UTF8 bytes
sample_0199,5a42052fbaf53d58898d35841d2c0504e29b7c5c,Factor out core discovery and persistence logic
sample_0200,5a42052fbaf53d58898d35841d2c0504e29b7c5c,Factor out core discovery and persistence logic
sample_0201,5a42052fbaf53d58898d35841d2c0504e29b7c5c,Factor out core discovery and persistence logic
sample_0202,efc6826ed813788691c19046b786809ec46a5e8d,"Update to Morfologik 1.6.0. MorfologikAnalyzer and MorfologikFilter no longer support multiple ""dictionaries"" as there is only one dictionary available."
sample_0203,efc6826ed813788691c19046b786809ec46a5e8d,"Update to Morfologik 1.6.0. MorfologikAnalyzer and MorfologikFilter no longer support multiple ""dictionaries"" as there is only one dictionary available."
sample_0204,f38c5163cc898e55e1ec51f6026f41a0de8987d6,Tidy up CoreContainer construction logic
sample_0205,3cf2f34181f24a6e9ecead2c4826861105bc5ff5,Allow TfIDFSimilarity implementations to encode norm values into more than a single byte
sample_0206,450534ff3a14c5b3fdaa649cf4769bd9d9a876b5,Revert 1496505
sample_0207,f47bb580ee835b29e167522289ff3f7af3115bf9,Tidy up CoreContainer construction logic
sample_0208,b6601c3247ffa9bc96c9f747b20e2257dc1b76db,make it easier to use compressed norms
sample_0209,b6601c3247ffa9bc96c9f747b20e2257dc1b76db,make it easier to use compressed norms
sample_0210,b3d70e8f6995f8d1666cd2ba534fd229547e37fb,fix NPE in AnalyzingSuggester when there are too many graph expansions
sample_0211,e021451d6c08433d2e442456b3b5925f4cdb7129,Fix the n-gram tokenizers and filters.
sample_0212,e021451d6c08433d2e442456b3b5925f4cdb7129,Fix the n-gram tokenizers and filters.
sample_0213,e021451d6c08433d2e442456b3b5925f4cdb7129,Fix the n-gram tokenizers and filters.
sample_0214,b9dc8ef8f68022a87ab56e44128431be9dc35570,SlowFuzzyQuery was accepting too many documents when provided minSimilarity is an int > 1
sample_0215,b9dc8ef8f68022a87ab56e44128431be9dc35570,SlowFuzzyQuery was accepting too many documents when provided minSimilarity is an int > 1
sample_0216,d784679c845148c824aae8f111b103f2ef3baea4,Unexpected performance difference between SamplingAccumulator and StandardFacetAccumulator
sample_0217,eefd3884b172ec6055f8798db54b0bad91702dc8,Deprecate PositionFilter.
sample_0218,a1e29c741522172a7378da03a158ab20ab7ba6f4,Fix SynonymFilterFactory to allow init parameters for tokenizer factory used when parsing synonyms file
sample_0219,cc12d7e65955a1f869c62dd38bc3326bfa302b6d,Remove deprecated options (trnk only).
sample_0220,cc12d7e65955a1f869c62dd38bc3326bfa302b6d,Remove deprecated options (trnk only).
sample_0221,582d0f103b2413339576738d678177bbe25765a1,Fix EdgeNGramTokenizer and EdgeNGramTokenFilter to not generate corrupt token stream graphs.
sample_0222,582d0f103b2413339576738d678177bbe25765a1,Fix EdgeNGramTokenizer and EdgeNGramTokenFilter to not generate corrupt token stream graphs.
sample_0223,fa76c30147024cc3c12a852596b5643bbe2a496d,Completely remove deprecated options in 5.0.
sample_0224,fa76c30147024cc3c12a852596b5643bbe2a496d,Completely remove deprecated options in 5.0.
sample_0225,8a7f2b6cc4575878f2b9cfd105e76429f3d6107b,Deprecate broken TokenFilter options.
sample_0226,8a7f2b6cc4575878f2b9cfd105e76429f3d6107b,Deprecate broken TokenFilter options.
sample_0227,8a7f2b6cc4575878f2b9cfd105e76429f3d6107b,Deprecate broken TokenFilter options.
sample_0228,efeaac746ae10c63d71051ce2d8575cf85bb6616,use single file to hold PersistentSnapshotDeletionPolicy state on disk
sample_0229,30e43c836ab10a4745e60ce8a2d18b4d58a210da,Persistent/SnapshotDeletionPolicy no longer require a unique id
sample_0230,2bcdaaa114518242afa1f481f265e72b3c3b0c3e,Filters should return null if they don't accept documents
sample_0231,a03e38d5d05008aaef969a200071c03a1d6cb991,"Fix NGramTokenizer and NGramTokenFilter, and remove them from TestRandomChains' exclusion list."
sample_0232,a03e38d5d05008aaef969a200071c03a1d6cb991,"Fix NGramTokenizer and NGramTokenFilter, and remove them from TestRandomChains' exclusion list."
sample_0233,fecbb50d7ea1c474b9ea151a875783af0984eb8f,"Changes for , finalizing the new form of solrxml"
sample_0234,e9c5d07a128b026f1ddd92224032043b8ff2deab,Reduce contention in older/buggy JVMs when using AttributeSource#addAttribute() because java.lang.ref.ReferenceQueue#poll() is implemented using synchronization.
sample_0235,e9c5d07a128b026f1ddd92224032043b8ff2deab,Reduce contention in older/buggy JVMs when using AttributeSource#addAttribute() because java.lang.ref.ReferenceQueue#poll() is implemented using synchronization.
