sample_id,repo,commit_hash,file_path,entity_type,entity_name,entity_signature,javadoc_change_type,method_change_type,issue_id,issue_summary
sample_0044,apache/commons-math,96eb80efe1da48f37846aa899260aa0c84b15944,src/main/java/org/apache/commons/math4/optim/linear/SimplexTableau.java,method,SimplexTableau,"SimplexTableau(final LinearObjectiveFunction f, final Collection<LinearConstraint> constraints, final GoalType goalType, final boolean restrictToNonNegative, final double epsilon, final int maxUlps) throws DimensionMismatchException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1230,Throw a DimensionMismatchException if dimension of constraints and objective function does not match in SimplexSolver.
sample_0045,apache/commons-math,441687e5a4ac22d7a370cb3e99c6af91138c2746,src/main/java/org/apache/commons/math4/ode/AbstractIntegrator.java,method,computeDerivatives,"public void computeDerivatives(final double t, final double[] y, final double[] yDot) throws MaxCountExceededException, DimensionMismatchException, NullPointerException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1116,Document NPE.
sample_0046,apache/commons-math,76b7413d2b1eb2dc22f05de5b76f9519be5142e0,src/main/java/org/apache/commons/math4/util/ResizableDoubleArray.java,method,getExpansionFactor,public double getExpansionFactor(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-757,Removed broken and deprecated synchronization support in ResizableDoubleArray.
sample_0047,apache/commons-math,76b7413d2b1eb2dc22f05de5b76f9519be5142e0,src/main/java/org/apache/commons/math4/util/ResizableDoubleArray.java,method,getExpansionMode,public ExpansionMode getExpansionMode(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-757,Removed broken and deprecated synchronization support in ResizableDoubleArray.
sample_0048,apache/commons-math,4e08e17ec536038c9c0dd888f77b912cae82816c,src/main/java/org/apache/commons/math4/stat/correlation/SpearmansCorrelation.java,method,SpearmansCorrelation,public SpearmansCorrelation(final RankingAlgorithm rankingAlgorithm) throws MathIllegalArgumentException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-958,Remove support for NaNStrategy#REMOVED in SpearmansCorrelation.
sample_0049,apache/commons-math,3a7519fcb190a096f4f00b9da357f79acd517bc7,src/main/java/org/apache/commons/math3/stat/regression/OLSMultipleLinearRegression.java,method,calculateRSquared,public double calculateRSquared(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Improved or corrected javadoc; added some tests.
sample_0050,apache/commons-math,3a7519fcb190a096f4f00b9da357f79acd517bc7,src/main/java/org/apache/commons/math3/stat/regression/OLSMultipleLinearRegression.java,method,calculateAdjustedRSquared,public double calculateAdjustedRSquared(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Improved or corrected javadoc; added some tests.
sample_0051,apache/commons-math,84cf29ecf31c67c7640f8821d4fdda625a173aa6,src/main/java/org/apache/commons/math3/geometry/euclidean/twod/Line.java,method,getReverse,public Line getReverse(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,set up a weak link between a line and its reverse to avoid duplications.
sample_0052,apache/commons-math,6525cc4035fe8df3308c03f0ca9f450728e122ac,src/main/java/org/apache/commons/math3/geometry/partitioning/BoundaryAttribute.java,method,BoundaryAttribute,"@Deprecated public BoundaryAttribute(final SubHyperplane<S> plusOutside, final SubHyperplane<S> plusInside)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Added splitters in Boundary attributes.
sample_0053,apache/commons-math,31fae6431438e26d6b47b988164847048ceab314,src/main/java/org/apache/commons/math3/analysis/interpolation/BicubicSplineInterpolator.java,method,BicubicSplineInterpolator,public BicubicSplineInterpolator(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1138,#comment BicubicSplineInterpolator Maintenance
sample_0054,apache/commons-math,d8bfc8c8f8864f9c22e0409780d5dd3fb30497ff,src/main/java/org/apache/commons/math3/analysis/interpolation/BicubicSplineInterpolator.java,method,BicubicSplineInterpolator,public BicubicSplineInterpolator(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1138,"#comment Implemented new BiCubicSplineInterpolator, supporting Akima Spline Interpolator and updated tests"
sample_0055,apache/commons-math,1744e2803f1600761afb2ea8a91a7fd12f7fbc94,src/main/java/org/apache/commons/math3/stat/descriptive/rank/Percentile.java,method,Percentile,public Percentile(final double quantile) throws MathIllegalArgumentException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1120,Factored Kth selector and pivoting strategy out from Percentile.
sample_0056,apache/commons-math,1744e2803f1600761afb2ea8a91a7fd12f7fbc94,src/main/java/org/apache/commons/math3/stat/descriptive/rank/Percentile.java,method,getPivotingStrategy,public PivotingStrategyInterface getPivotingStrategy(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1120,Factored Kth selector and pivoting strategy out from Percentile.
sample_0057,apache/commons-math,71fd124ddb1f311a8cb64b608f385c87b67cef14,src/main/java/org/apache/commons/math3/random/EmpiricalDistribution.java,method,getKernel,protected RealDistribution getKernel(SummaryStatistics bStats),JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-984,Constrained EmpiricalDistribution sample/getNextValue methods to return values within the range of the data; correctly linked RandomGenerator to superclass so that RealDistribution reseedRandomGenerator method works.
sample_0058,apache/commons-math,afff37e03b91c9a4e02c284646a7629b4f9d45a9,src/main/java/org/apache/commons/math3/stat/descriptive/rank/Percentile.java,method,medianOf3,"@Deprecated int medianOf3(final double[] work, final int begin, final int end)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1120,Added estimation types and NaN handling strategies for Percentile.
sample_0059,apache/commons-math,c5ae09d77e8756ab73e1c39f77f1b303aa4ba384,src/main/java/org/apache/commons/math3/analysis/solvers/UnivariateSolverUtils.java,method,bracket,"public static double[] bracket(UnivariateFunction function, double initial, double lowerBound, double upperBound, int maximumIterations) throws NullArgumentException, NotStrictlyPositiveException, NoBracketingException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Improved brackting utility for univariate solvers.
sample_0060,apache/commons-math,3f0a000feff036509963ff93d59fe3e084611c08,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer.java,class,FitnessFunction,private class FitnessFunction,JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1107,Prevent penalties to grow multiplicatively in CMAES.
sample_0061,apache/commons-math,007a701755f318562b0cbf2005d84299733d9b45,src/main/java/org/apache/commons/math3/fitting/leastsquares/GaussNewtonOptimizer.java,class,GaussNewtonOptimizer,public class GaussNewtonOptimizer implements LeastSquaresOptimizer,JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1104,Add SVD to GaussNewtonOptimizer
sample_0062,apache/commons-math,f0ae42aa934c10686c613277bd7a0837f6a1602d,src/main/java/org/apache/commons/math3/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,method,NonLinearConjugateGradientOptimizer,"@Deprecated public NonLinearConjugateGradientOptimizer(final Formula updateFormula, ConvergenceChecker<PointValuePair> checker, final UnivariateSolver lineSearchSolver, final Preconditioner preconditioner)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1092,"Extracted class ""LineSearch"" from ""PowellOptimizer"". Made method ""computeObjectiveValue"" public in ""MultivariateOptimizer"". Modified ""PowellOptimizer"" to use the now public class. ""NonLinearConjugateGradientOptimizer"" uses the new ""LineSearch"". Added constructors to set the line search tolerances and deprecated obsolete contructors and inner classes (""BracketingStep"" and ""LineSearchFunction"". Removed method ""findUpperBound""."
sample_0063,apache/commons-math,06d490a4bd763fb634596f2755b436f7f8fbbad8,src/main/java/org/apache/commons/math3/fitting/leastsquares/LeastSquaresFactory.java,class,LeastSquaresFactory,public class LeastSquaresFactory,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Implicit Weights
sample_0064,apache/commons-math,567127c109added3dbe04c191a510a3dec1b1672,src/main/java/org/apache/commons/math3/fitting/leastsquares/LevenbergMarquardtOptimizer.java,method,LevenbergMarquardtOptimizer,public LevenbergMarquardtOptimizer(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Immutable Optimizer configuration.
sample_0065,apache/commons-math,e8d0d4c1ddb40c7752fd4ac6a70ee619323deb4d,src/main/java/org/apache/commons/math3/geometry/hull/ConvexHullGenerator.java,method,generate,"ConvexHull<S, P> generate(Collection<P> points) throws NullArgumentException, ConvergenceException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-749,"Remove GrahamScan, GiftWrap, make MonotoneChain more robust wrt collinear points, add ConvergenceException in case the specified tolerance results in a non-convex hull."
sample_0066,apache/commons-math,d434c5d0cca6d501a95748e1dbbddc5726419d77,src/main/java/org/apache/commons/math3/linear/DecompositionSolver.java,method,getInverse,RealMatrix getInverse() throws SingularMatrixException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1044,Clarify javadoc of DecompositionSolver#getInverse and corresponding implementations. Thanks to Sean Owen.
sample_0067,apache/commons-math,de219058597dbdefe93f6e4e935d797a05dc74e4,src/main/java/org/apache/commons/math3/geometry/euclidean/twod/hull/MonotoneChain.java,class,MonotoneChain,public class MonotoneChain extends AbstractConvexHullGenerator2D,JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-749,"Rename method, add/improve javadoc, better handle degenerate cases, improve unit tests."
sample_0068,apache/commons-math,63d88c74b7a11d7633584b007e94314ba9a555d1,src/main/java/org/apache/commons/math3/util/MultidimensionalCounter.java,method,next,public Integer next(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1088,Ensure that bad usage will raise an exception.
sample_0069,apache/commons-math,0a75cbc380f537c06e26fa5bd9654cf878a9587a,src/main/java/org/apache/commons/math3/geometry/spherical/oned/ArcsSet.java,method,ArcsSet,"public ArcsSet(final BSPTree<Sphere1D> tree, final double tolerance) throws InconsistentStateAt2PiWrapping",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Improved robustness of 1-sphere regions (ArcsSet) at 0/2\pi crossing.
sample_0070,apache/commons-math,2a671338058e46b26a951ba01246b33a67d0eff4,src/main/java/org/apache/commons/math3/geometry/euclidean/threed/SubLine.java,method,SubLine,/** Create a sub-line from a segment. * @param segment single segment forming the sub-line * @exception MathIllegalArgumentException if the segment endpoints are equal */ public SubLine(final Segment segment) throws MathIllegalArgumentException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Generalized use of customizable tolerance in BSP trees.
sample_0071,apache/commons-math,d83cdb913332b02fd310f5cdf3df045162c4cc54,src/main/java/org/apache/commons/math3/geometry/spherical/oned/ArcsSet.java,class,ArcsSet,"public class ArcsSet extends AbstractRegion<Sphere1D, Sphere1D>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Simplified 1-sphere case.
sample_0072,apache/commons-math,d83cdb913332b02fd310f5cdf3df045162c4cc54,src/main/java/org/apache/commons/math3/geometry/spherical/oned/ArcsSet.java,method,ArcsSet,"public ArcsSet(final double lower, final double upper, final double tolerance) throws NumberIsTooLargeException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Simplified 1-sphere case.
sample_0073,apache/commons-math,d83cdb913332b02fd310f5cdf3df045162c4cc54,src/main/java/org/apache/commons/math3/geometry/spherical/oned/ArcsSet.java,method,buildTree,"private static BSPTree<Sphere1D> buildTree(final double lower, final double upper, final double tolerance) throws NumberIsTooLargeException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Simplified 1-sphere case.
sample_0074,apache/commons-math,ed73c356c7a7987c78b8f6ee6dd7ec1e5f9b3e67,src/main/java/org/apache/commons/math3/geometry/euclidean/oned/Vector1D.java,method,distance,@Deprecated public double distance(Vector<Euclidean1D> p),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fixed some Clirr errors.
sample_0075,apache/commons-math,a3e4cbe0bb26acab07f53a7d4ced1f24045e08e0,src/main/java/org/apache/commons/math3/geometry/spherical/twod/Circle.java,class,Circle,"public class Circle implements Hyperplane<Sphere2D>, Embedding<Sphere2D, Sphere1D>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Added BSP for spherical geometry.
sample_0076,apache/commons-math,fa027a4685bacd9e32b3bc7d875717b4457f6829,src/main/java/org/apache/commons/math3/optim/linear/SimplexSolver.java,class,SimplexSolver,public class SimplexSolver extends LinearOptimizer,JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-1082,"Improve cutOff mechanism in SimplexSolver, adapt unit tests."
sample_0077,apache/commons-math,f3a785108f853e327001dcd435e92525d7fba96c,src/main/java/org/apache/commons/math3/optim/linear/SimplexSolver.java,class,SimplexSolver,public class SimplexSolver extends LinearOptimizer,JAVADOC_MODIFICATION,METHOD_MODIFICATION,MATH-842,Added support for different pivot selection rules to SimplexSolver.
