sample_id,repo,commit_hash,file_path,entity_type,entity_name,entity_signature,javadoc_change_type,method_change_type,issue_id,issue_summary
sample_0011,apache/commons-text,78b50843d700cad94ca41210b09be20d6941bae4,src/main/java/org/apache/commons/text/RandomStringGenerator.java,method,build,@Deprecated @Override public RandomStringGenerator build(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Deprecate Builder in favor of Supplier
sample_0012,apache/commons-text,36798250bb098a139042d5138ffd02fa07735a6b,src/main/java/org/apache/commons/text/lookup/StringLookupFactory.java,method,fileStringLookup,public StringLookup fileStringLookup(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add StringLookupFactory.builder() for fencing Path resolution of the file, properties and XML lookups"
sample_0013,apache/commons-text,36798250bb098a139042d5138ffd02fa07735a6b,src/main/java/org/apache/commons/text/lookup/StringLookupFactory.java,method,propertiesStringLookup,public StringLookup propertiesStringLookup(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add StringLookupFactory.builder() for fencing Path resolution of the file, properties and XML lookups"
sample_0014,apache/commons-text,36798250bb098a139042d5138ffd02fa07735a6b,src/main/java/org/apache/commons/text/lookup/StringLookupFactory.java,method,xmlStringLookup,public StringLookup xmlStringLookup(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add StringLookupFactory.builder() for fencing Path resolution of the file, properties and XML lookups"
sample_0015,apache/commons-text,92cd8ae9f3ad2a586c23b599d339907af20caa5b,src/main/java/org/apache/commons/text/TextStringBuilder.java,method,ensureCapacity,public TextStringBuilder ensureCapacity(final int capacity),JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-228,Fix TextStringBuilder to over-allocate when ensuring capacity
sample_0016,apache/commons-text,ea61a39ddc6e77396ab96d03e08885c4c162cb54,src/main/java/org/apache/commons/text/similarity/Tokenizer.java,class,Tokenizer,"interface Tokenizer<T, R> extends Function<T, R[]>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rework some org.apache.commons.text.similarity internals to use JRE's Function
sample_0017,apache/commons-text,b499f8586c0da4b690afdb1fda39f701e6c2babd,src/main/java/org/apache/commons/text/similarity/LongestCommonSubsequence.java,class,LongestCommonSubsequence,public class LongestCommonSubsequence implements SimilarityScore<Integer>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-212,A more efficient implementation for calculating LCS
sample_0018,apache/commons-text,b499f8586c0da4b690afdb1fda39f701e6c2babd,src/main/java/org/apache/commons/text/similarity/LongestCommonSubsequence.java,method,apply,"@Override public Integer apply(final CharSequence left, final CharSequence right)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-212,A more efficient implementation for calculating LCS
sample_0019,apache/commons-text,18263a8f30382e38e559687ceffd3d17db5df27c,src/main/java/org/apache/commons/text/TextStringBuilder.java,method,readFrom,public int readFrom(final CharBuffer charBuffer),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Remove unused exception from TextStringBuilder.readFrom(CharBuffer). This preserves binary compatibility but not source compatibility.
sample_0020,apache/commons-text,c5145b71c443e1445a162e324168c082ee1bf045,src/main/java/org/apache/commons/text/lookup/AbstractStringLookup.java,method,substringAfter,"@Deprecated protected String substringAfter(final String value, final char ch)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Update Apache Commons Lang from 3.10 to 3.11. org.apache.commons.text.lookup.AbstractStringLookup
sample_0021,apache/commons-text,c5145b71c443e1445a162e324168c082ee1bf045,src/main/java/org/apache/commons/text/lookup/AbstractStringLookup.java,method,substringAfterLast,"@Deprecated protected String substringAfterLast(final String value, final char ch)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Update Apache Commons Lang from 3.10 to 3.11. org.apache.commons.text.lookup.AbstractStringLookup
sample_0022,apache/commons-text,12428582b46e9e3ce0dff65e25c51a71083c19b7,src/main/java/org/apache/commons/text/StringSubstitutor.java,method,substitute,"protected Result substitute(final TextStringBuilder builder, final int offset, final int length, List<String> priorVariables)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Make it easier to subclass and compose StringSubstitutor.
sample_0023,apache/commons-text,2e8f42fb6c502e373e39e8c22dd6ac2aac92defa,src/main/java/org/apache/commons/text/lookup/ScriptStringLookup.java,class,ScriptStringLookup,final class ScriptStringLookup extends AbstractStringLookup,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#126,"Text 174: ScriptStringLookup does not accept "":"""
sample_0024,apache/commons-text,2e8f42fb6c502e373e39e8c22dd6ac2aac92defa,src/main/java/org/apache/commons/text/lookup/ScriptStringLookup.java,method,lookup,@Override public String lookup(final String key),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#126,"Text 174: ScriptStringLookup does not accept "":"""
sample_0025,apache/commons-text,4b5fdbaa524cf551b37a915095c14f8ac1df4fa7,src/main/java/org/apache/commons/text/similarity/JaroWinklerDistance.java,class,JaroWinklerDistance,public class JaroWinklerDistance implements EditDistance<Double>,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,* added class JaroWinklerSimilarity * changed implementation of JaroWinklerDistance as it was computing similarity instead of distance values * improved handling of equal character sequences * enhanced test cases for both JaroWinklerSimilarity and JaroWinklerDistance
sample_0026,apache/commons-text,ed94773e2d2e4da4e993e5a50ee72624587cf76b,src/main/java/org/apache/commons/text/StringSubstitutor.java,method,substitute,"private int substitute(final TextStringBuilder buf, final int offset, final int length, List<String> priorVariables)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-127,Add a toggle to throw an exception when a variable is unknown in StringSubstitutor.
sample_0027,apache/commons-text,d9cda575a21d2258a6750936d82d19ca3e12f4eb,src/main/java/org/apache/commons/text/lookup/StringLookupFactory.java,class,StringLookupFactory,public final class StringLookupFactory,JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-147,Add a Base64 encoder string lookup. Better Javadoc.
sample_0028,apache/commons-text,d9cda575a21d2258a6750936d82d19ca3e12f4eb,src/main/java/org/apache/commons/text/lookup/StringLookupFactory.java,method,addDefaultStringLookups,"public void addDefaultStringLookups(final Map<String, StringLookup> stringLookupMap)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-147,Add a Base64 encoder string lookup. Better Javadoc.
sample_0029,apache/commons-text,8768e5e7c81a366407a088be70a28cea345f8eaa,src/main/java/org/apache/commons/text/lookup/StringLookupFactory.java,method,addDefaultStringLookups,"public void addDefaultStringLookups(final Map<String, StringLookup> stringLookupMap)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-142,Add URL encoder and decoder string lookups.
sample_0030,apache/commons-text,5d148549bc6ea8501016856547e27aed58b116c3,src/main/java/org/apache/commons/text/similarity/JaroWinklerDistance.java,method,matches,"protected static int[] matches(final CharSequence first, final CharSequence second)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-131,Fix [] JaroWinklerDistance: Calculation deviates from definition
sample_0031,apache/commons-text,4b67dd516dbb23b31d4b35d3f737f31de86a1cda,src/main/java/org/apache/commons/text/StrSubstitutor.java,class,StrSubstitutor,@Deprecated public class StrSubstitutor,JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-114,Add a replacement for StrSubstitutor based on interfaces StringSubstitutor.
sample_0032,apache/commons-text,4b67dd516dbb23b31d4b35d3f737f31de86a1cda,src/main/java/org/apache/commons/text/StrSubstitutor.java,method,getVariableResolver,public StrLookup<?> getVariableResolver(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-114,Add a replacement for StrSubstitutor based on interfaces StringSubstitutor.
sample_0033,apache/commons-text,804e4599bd63e4bb14c905613711eac8829e54fb,src/main/java/org/apache/commons/text/similarity/LongestCommonSubsequence.java,method,logestCommonSubsequence,"@Deprecated public CharSequence logestCommonSubsequence(final CharSequence left, final CharSequence right)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,TEXT-105,Typo in LongestCommonSubsequence#logestCommonSubsequence
sample_0034,apache/commons-text,9a0cc85ad01dcf1f468736984cdd5dec0a7a3bf3,src/main/java/org/apache/commons/text/names/HumanNameParser.java,method,parse,public void parse(String nameStr),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Check for null inputs
sample_0035,apache/commons-text,75cdc00afc674aca39a4fca4c1745d029da43648,src/main/java/org/apache/commons/text/similarity/FuzzyScore.java,method,compare,"@Override public Integer compare(CharSequence term, CharSequence query)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,SANDBOX-491,Allow extra information (e.g. Levenshtein threshold) to be stored as (final) fields in the StringMetric instance. This fixes from github. Thanks to Jonathan Baker.
