sample_id,repo,commit_hash,file_path,entity_type,entity_name,entity_signature,javadoc_change_type,method_change_type,issue_id,issue_summary
sample_0026,apache/lucene,ef10476d98ab37b92fe48a1f71a1a06dad009ae3,lucene/core/src/java/org/apache/lucene/util/hnsw/InitializedHnswGraphBuilder.java,class,InitializedHnswGraphBuilder,public final class InitializedHnswGraphBuilder extends HnswGraphBuilder,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15003,Avoid reconstructing HNSW graphs during segment merging.
sample_0027,apache/lucene,ef10476d98ab37b92fe48a1f71a1a06dad009ae3,lucene/core/src/java/org/apache/lucene/util/hnsw/InitializedHnswGraphBuilder.java,method,fromGraph,"public static InitializedHnswGraphBuilder fromGraph( RandomVectorScorerSupplier scorerSupplier, int beamWidth, long seed, HnswGraph initializerGraph, int[] newOrdMap, BitSet initializedNodes, int totalNumberOfVectors) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15003,Avoid reconstructing HNSW graphs during segment merging.
sample_0028,apache/lucene,08538bbaf0e77a271c2d6d2241eead3b7202d370,lucene/core/src/java/org/apache/lucene/util/hnsw/HnswGraph.java,method,ArrayNodesIterator,"public ArrayNodesIterator(int[] nodes, int size)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15425,Fix silly inefficiencies in HnswGraph.NodesIterator implementation
sample_0029,apache/lucene,c85c69f1908236638ceb5f0ab21b6fb9f3caf506,lucene/core/src/java/org/apache/lucene/index/IndexWriter.java,method,forceMergeDeletes,public MergePolicy.MergeObserver forceMergeDeletes(boolean doWait) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15378,Return MergeObserver from IndexWriter.forceMergeDeletes()
sample_0030,apache/lucene,b39e9bce31975adcb82580a609453ccdb19eed8b,build-tools/build-infra/src/main/java/org/apache/lucene/gradle/plugins/regenerate/RegenerateTasksSupportPlugin.java,class,RegenerateTasksSupportPlugin,public class RegenerateTasksSupportPlugin extends LuceneGradlePlugin,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15375,Rewrote more Gradle plugins to java
sample_0031,apache/lucene,5b846cd231b19f36d98f1125cf515d9f4af0ccc8,lucene/analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/WordDictionary.java,method,load,public void load(String dctFileRoot) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15237,Fix SmartChinese to only deserialize data from classpath with a native array filter applied and never cache dictionaries from custom locations
sample_0032,apache/lucene,0421a8de771ed7e38f27957c78e788deb52db0ca,lucene/core/src/java/org/apache/lucene/util/hnsw/RandomVectorScorer.java,method,bulkScore,"default float bulkScore(int[] nodes, float[] scores, int numNodes) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15021,integrate into new bulk scorers
sample_0033,apache/lucene,2dcfd89123efadc727572a50266a2246c51590ef,lucene/core/src/java/org/apache/lucene/index/Impacts.java,method,getImpacts,public abstract FreqAndNormBuffer getImpacts(int level),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15151,Use the bulk SimScorer#score API to compute impact scores.
sample_0034,apache/lucene,b6e57da01a5aefa9e42a4c6d8430414815497b8d,lucene/core/src/java/org/apache/lucene/search/knn/TopKnnCollectorManager.java,class,TopKnnCollectorManager,public class TopKnnCollectorManager implements KnnCollectorManager,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#15063,Add optimistic collection to DiversifyingNearestChildren* vector queries
sample_0035,apache/lucene,35ea55ace5a029950fdec8b7e9932a028ef1f042,lucene/core/src/java/org/apache/lucene/index/MergePolicy.java,method,segString,@Deprecated public String segString(Directory dir),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14908,Deprecate MergeSpecification#segString(Directory)
sample_0036,apache/lucene,1b5c25f3d48ca8a581d7a388b08cb66101eaabf0,lucene/expressions/src/java/org/apache/lucene/expressions/js/JavascriptCompiler.java,method,getAntlrParseTree,private ParseTree getAntlrParseTree(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14597,Rewrite expressions module with Java 24 classfile API
sample_0037,apache/lucene,bb76f0a2d98198f78ded182f0eb260d968f5669e,lucene/core/src/java/org/apache/lucene/store/IOContext.java,class,IOContext,public interface IOContext,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14482,Create file open hints on IOContext to replace ReadAdvice
sample_0038,apache/lucene,bb76f0a2d98198f78ded182f0eb260d968f5669e,lucene/core/src/java/org/apache/lucene/store/IOContext.java,method,withReadAdvice,@Deprecated IOContext withReadAdvice(ReadAdvice advice),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14482,Create file open hints on IOContext to replace ReadAdvice
sample_0039,apache/lucene,3752dba9c51d817363c76e9a388cd68dcba5c4a0,lucene/core/src/java/org/apache/lucene/util/hnsw/IncrementalHnswGraphMerger.java,class,IncrementalHnswGraphMerger,public class IncrementalHnswGraphMerger implements HnswGraphMerger,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14331,Speedup merging of HNSW graphs
sample_0040,apache/lucene,3752dba9c51d817363c76e9a388cd68dcba5c4a0,lucene/core/src/java/org/apache/lucene/util/hnsw/IncrementalHnswGraphMerger.java,method,createBuilder,"protected HnswBuilder createBuilder(KnnVectorValues mergedVectorValues, int maxOrd) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14331,Speedup merging of HNSW graphs
sample_0041,apache/lucene,fe86094f2f470ca8b9a89b88bbead673d6386d08,lucene/suggest/src/java/org/apache/lucene/search/suggest/document/Completion101PostingsFormat.java,method,Completion101PostingsFormat,public Completion101PostingsFormat(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14364,Completion FSTs to be loaded off-heap at all times
sample_0042,apache/lucene,fe86094f2f470ca8b9a89b88bbead673d6386d08,lucene/suggest/src/java/org/apache/lucene/search/suggest/document/Completion50PostingsFormat.java,method,Completion50PostingsFormat,public Completion50PostingsFormat(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14364,Completion FSTs to be loaded off-heap at all times
sample_0043,apache/lucene,fe86094f2f470ca8b9a89b88bbead673d6386d08,lucene/suggest/src/java/org/apache/lucene/search/suggest/document/Completion84PostingsFormat.java,method,Completion84PostingsFormat,public Completion84PostingsFormat(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14364,Completion FSTs to be loaded off-heap at all times
sample_0044,apache/lucene,fe913e54d9e21a65cab17ab303025f8876f7287e,lucene/core/src/java/org/apache/lucene/search/DenseConjunctionBulkScorer.java,class,DenseConjunctionBulkScorer,final class DenseConjunctionBulkScorer extends BulkScorer,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14312,Make Lucene better at skipping long runs of matches.
sample_0045,apache/lucene,2f347593cf3182a93cc18241721c7f85e92e220c,lucene/core/src/java/org/apache/lucene/search/DenseConjunctionBulkScorer.java,class,DenseConjunctionBulkScorer,final class DenseConjunctionBulkScorer extends BulkScorer,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14293,Use DenseConjunctionBulkScorer for single queries sometimes.
sample_0046,apache/lucene,239059e69cf498b6f230968959075fb8d3ebd49e,lucene/sandbox/src/java/org/apache/lucene/sandbox/search/CombinedFieldQuery.java,class,CombinedFieldQuery,@Deprecated public final class CombinedFieldQuery extends Query implements Accountable,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14236,Move `CombinedFieldQuery` to the core module.
sample_0047,apache/lucene,0614fe9ebd7b46fede610f0bb59b2817de72e7c3,lucene/core/src/java/org/apache/lucene/util/hnsw/HnswGraphSearcher.java,method,search,"public static void search( RandomVectorScorer scorer, KnnCollector knnCollector, HnswGraph graph, Bits acceptOrds) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14160,Add new Acorn-esque filtered HNSW search heuristic
sample_0048,apache/lucene,34f0453283a45acac366539d08d47a5e8939204a,lucene/core/src/java/org/apache/lucene/util/hnsw/HnswGraphSearcher.java,method,search,"public static void search( RandomVectorScorer scorer, KnnCollector knnCollector, HnswGraph graph, Bits acceptOrds) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#14084,"Add two new ""Seeded"" Knn queries for seeded vector search"
sample_0049,apache/lucene,8698dd85d867737d9ab721f54fa98a8f22f59968,lucene/core/src/java/org/apache/lucene/internal/vectorization/VectorizationProvider.java,class,VectorizationProvider,public abstract class VectorizationProvider,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13986,Allow easier verification of the Panama Vectorization provider with newer Java versions
sample_0050,apache/lucene,bc18828fcccb8a941d2c84066654d14ff3a6cfd7,lucene/core/src/java/org/apache/lucene/search/TopFieldCollectorManager.java,method,TopFieldCollectorManager,"@Deprecated public TopFieldCollectorManager( Sort sort, int numHits, FieldDoc after, int totalHitsThreshold, boolean supportsConcurrency)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13977,Remove `supportsConcurrency` flag from top-docs collector managers.
sample_0051,apache/lucene,bc18828fcccb8a941d2c84066654d14ff3a6cfd7,lucene/core/src/java/org/apache/lucene/search/TopScoreDocCollectorManager.java,method,TopScoreDocCollectorManager,"@Deprecated public TopScoreDocCollectorManager( int numHits, ScoreDoc after, int totalHitsThreshold, boolean supportsConcurrency)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13977,Remove `supportsConcurrency` flag from top-docs collector managers.
sample_0052,apache/lucene,286b59a2dbbe43e56f6640ea9ed2283e29515587,lucene/codecs/src/java/org/apache/lucene/codecs/bloom/FuzzySet.java,method,addValue,public void addValue(BytesRef value),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#12868,Try using Murmurhash 3 for bloom filters
sample_0053,apache/lucene,7757d43f4c9b277cab6ff294989d8d1c3a2527d0,lucene/core/src/java/org/apache/lucene/search/TaskExecutor.java,method,invokeAll,public <T> List<T> invokeAll(Collection<Callable<T>> callables) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13861,Reduce TaskExecutor overhead
sample_0054,apache/lucene,970672ceab4f9084a3306f6525d36f96080f687a,lucene/queries/src/java/org/apache/lucene/queries/intervals/Intervals.java,method,range,"public static IntervalsSource range( BytesRef lowerTerm, BytesRef upperTerm, boolean includeLower, boolean includeUpper, int maxExpansions)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13859,Allow open-ended ranges in Intervals range
sample_0055,apache/lucene,a1418d9433c6cdd4102b1334a413f1efd49e2507,lucene/core/src/java/org/apache/lucene/codecs/lucene99/Lucene99ScalarQuantizedVectorsFormat.java,method,Lucene99ScalarQuantizedVectorsFormat,"public Lucene99ScalarQuantizedVectorsFormat( Float confidenceInterval, int bits, boolean compress)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13767,Remove 8 bit quantization for HNSW/KNN vector indexing (it is buggy today)
sample_0056,apache/lucene,7c056ab88c7589a0d103fd4c372ac7677515691d,lucene/core/src/java/org/apache/lucene/search/similarities/Similarity.java,method,computeNorm,public long computeNorm(FieldInvertState state),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13757,similarities: provide default computeNorm implementation; remove remaining discountOverlaps setters
sample_0057,apache/lucene,2f7da75b7d1f7bbaf4f0281fb171a4eadaea3573,lucene/core/src/java/org/apache/lucene/codecs/perfield/PerFieldPostingsFormat.java,class,FieldsGroup,"record FieldsGroup(List<String> fields, int suffix, SegmentWriteState state)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13772,Migrate more classes to records.
sample_0058,apache/lucene,f0fd51c4d5c4fba67a0dcec2c781fcd0e7d975bb,lucene/core/src/java/org/apache/lucene/search/TotalHits.java,class,TotalHits,"public record TotalHits(long value, Relation relation)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13762,Make TotalHits a record.
sample_0059,apache/lucene,fafd6af004e0c39582043b797555d6eeb9aa7638,lucene/core/src/java/org/apache/lucene/search/IndexSearcher.java,method,search,"@Deprecated protected void search(List<LeafReaderContext> leaves, Weight weight, Collector collector) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13542,Add support for intra-segment search concurrency
sample_0060,apache/lucene,fafd6af004e0c39582043b797555d6eeb9aa7638,lucene/core/src/java/org/apache/lucene/search/IndexSearcher.java,class,LeafSlice,public static class LeafSlice,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13542,Add support for intra-segment search concurrency
sample_0061,apache/lucene,942065cc3e7e3941167ab1ffacbada225d612d79,lucene/analysis/common/src/java/org/apache/lucene/analysis/synonym/word2vec/TermAndBoost.java,class,TermAndBoost,"public record TermAndBoost(BytesRef term, float boost)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13328,Convert more classes to record classes
sample_0062,apache/lucene,942065cc3e7e3941167ab1ffacbada225d612d79,lucene/classification/src/java/org/apache/lucene/classification/ClassificationResult.java,class,ClassificationResult,"public record ClassificationResult<T>(T assignedClass, double score) implements Comparable<ClassificationResult<T>>",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13328,Convert more classes to record classes
sample_0063,apache/lucene,942065cc3e7e3941167ab1ffacbada225d612d79,lucene/core/src/java/org/apache/lucene/codecs/TermStats.java,class,TermStats,"public record TermStats(int docFreq, long totalTermFreq)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13328,Convert more classes to record classes
sample_0064,apache/lucene,ea3a9b89278e2bbaebdd54c91e692f200f79e37b,lucene/core/src/java/org/apache/lucene/util/automaton/Operations.java,method,isTotal,"public static boolean isTotal(Automaton a, int minAlphabet, int maxAlphabet)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13707,Relax Operations.isTotal() to work with a deterministic automaton
sample_0065,apache/lucene,4404aa3fe9c3653282904199340de4b12de7b24a,lucene/core/src/java/org/apache/lucene/util/bkd/BKDConfig.java,class,BKDConfig,"public record BKDConfig(int numDims, int numIndexDims, int bytesPerDim, int maxPointsInLeafNode)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13668,Convert BKDConfig to a record
sample_0066,apache/lucene,299d7f6721f13ed195c52d348ee9fc45d8859436,lucene/core/src/java/org/apache/lucene/codecs/lucene912/ForDeltaUtil.java,class,ForDeltaUtil,public final class ForDeltaUtil,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13658,Speed up prefix sums when decoding doc IDs.
sample_0067,apache/lucene,99488b224558e65597a5bd13e9a4ac9e6b012e83,lucene/core/src/java/org/apache/lucene/store/Directory.java,method,copyFrom,"public void copyFrom(Directory from, String src, String dest, IOContext context) throws IOException",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13574,Ensure to use IOContext.READONCE when reading segment files
sample_0068,apache/lucene,026d661e5fd91f879de8a429687c70b6eb9b9f9d,lucene/core/src/java/org/apache/lucene/index/TermStates.java,method,get,public IOSupplier<TermState> get(LeafReaderContext ctx) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13359,Use `IndexInput#prefetch` for terms dictionary lookups.
sample_0069,apache/lucene,62e08f5f4b76b84ed4109d8493d1dac2048d3350,lucene/core/src/java/org/apache/lucene/search/TaskExecutor.java,class,TaskExecutor,public final class TaskExecutor,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13472,TaskExecutor should not fork unnecessarily
sample_0070,apache/lucene,d0d2aa274fb58f8ddab827551f544b9692589182,lucene/core/src/java/org/apache/lucene/search/FilterScorer.java,method,FilterScorer,public FilterScorer(Scorer in),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13440,Removed Scorer#getWeight
sample_0071,apache/lucene,a540027bde01a7064549937c366c12bf0ba2c29f,lucene/core/src/java/org/apache/lucene/codecs/lucene99/Lucene99ScalarQuantizedVectorsFormat.java,method,Lucene99ScalarQuantizedVectorsFormat,"public Lucene99ScalarQuantizedVectorsFormat( Float confidenceInterval, int bits, boolean compress)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13445,Add new dynamic confidence interval configuration to scalar quantized format
sample_0072,apache/lucene,b3dc9153bb5d11afb82025eb4e7ebbe1af778d3d,lucene/facet/src/java/org/apache/lucene/facet/LabelAndValue.java,method,LabelAndValue,"public LabelAndValue(String label, Number value)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13414,Allow users to retrieve counts from taxo association facets
sample_0073,apache/lucene,ddf538d43e94a814f783fcc40728ee45038a03a1,lucene/core/src/java/org/apache/lucene/search/Weight.java,method,bulkScorer,public final BulkScorer bulkScorer(LeafReaderContext context) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13408,Move bulkScorer() from Weight to ScorerSupplier
sample_0074,apache/lucene,838b23ebed1a847f489c85226b9f88367cdc5d79,lucene/core/src/java/org/apache/lucene/search/Weight.java,method,scorerSupplier,public abstract ScorerSupplier scorerSupplier(LeafReaderContext context) throws IOException,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13319,"Make Weight#scorerSupplier abstract, Weight#scorer final"
sample_0075,apache/lucene,32d692049fc4ea3a34ad25ef116c8148f7c055ac,lucene/core/src/java/org/apache/lucene/store/IOContext.java,method,withReadAdvice,public IOContext withReadAdvice(ReadAdvice advice),JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13242,Replace (IO)Context#READ with (IO)Context.DEFAULT.
sample_0076,apache/lucene,8558934501d2744fea92cb309f25256ba9c1a170,lucene/core/src/java/org/apache/lucene/store/IOContext.java,class,IOContext,"public record IOContext( Context context, MergeInfo mergeInfo, FlushInfo flushInfo, ReadAdvice readAdvice)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13219,Replace boolean flags on `IOContext` with an enum.
sample_0077,apache/lucene,8c4ec1dbef3d78607e96d84ab1bec0a7b7cc1ee8,lucene/core/src/java/org/apache/lucene/store/IOContext.java,class,IOContext,"public record IOContext( Context context, MergeInfo mergeInfo, FlushInfo flushInfo, boolean readOnce, boolean load, boolean randomAccess)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13205,"Convert IOContext, MergeInfo, and FlushInfo to record classes"
sample_0078,apache/lucene,f4db67fae24e5b6cbc59e633762e71880eb47ebb,lucene/core/src/java/org/apache/lucene/codecs/perfield/PerFieldMergeState.java,class,PerFieldMergeState,final class PerFieldMergeState,JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13208,Avoid modify merge state in per field mergers
sample_0079,apache/lucene,75e1ebc4501733a6a9857858b3fd9c30304234d0,lucene/core/src/java/org/apache/lucene/codecs/lucene99/Lucene99HnswVectorsFormat.java,method,Lucene99HnswVectorsFormat,"public Lucene99HnswVectorsFormat( int maxConn, int beamWidth, int numMergeWorkers, ExecutorService mergeExec)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,#13190,Add new parallel merge task executor for parallel actions within a single merge action
