sample_id,commit_hash,issue_summary
sample_0024,72d668a7e42d3770e2f7cdbb450baaeb69d2bb5e,Make OutputDirectoryProvider available via ExecutionRequest
sample_0025,f32aa0a840da0115c8dd2d46547493e356e04475,Introduce PreInterruptCallback extension point
sample_0026,8f71c191e214f5ec0db5b61c412779d4376d0b3b,Add resource container selector resolver
sample_0027,f8a65af3c381e0489e89a9cf35588534041c66ff,Process extensions registered on non-static fields earlier
sample_0028,551188eb167267c26fb3c3864f4cd4b38a79cdcb,Make operations on NamespacedHierarchicalStore fail if it's closed
sample_0029,74bd85caa8c9946fe0589ab4c6c09ecf799b7877,Apply suite configuration to tests selected by unique ID
sample_0030,8771694d835bc041afacc8abe3c663c05204267a,Polish contribution
sample_0031,d1f6edee15ccacfbb931c5f98a2eacc04ede5f56,Revise fix for @MethodSource factory method resolution
sample_0032,920b68868e6f258b9370996e4371c7ba44061b92,Use value references in Javadoc to eliminate duplication
sample_0033,920b68868e6f258b9370996e4371c7ba44061b92,Use value references in Javadoc to eliminate duplication
sample_0034,920b68868e6f258b9370996e4371c7ba44061b92,Use value references in Javadoc to eliminate duplication
sample_0035,079ba92684927f20db342c5952ec624aba4e4815,Deprecate @UseTechnicalNames
sample_0036,8ac3dfbc5fbef433a98684a4ca958fad91c1f0f4,Deprecate the JUnitPlatform runner in favor of @Suite support
sample_0037,1e9703a099e1169e09929d7d6c2a1f2cc15c22ae,Support @Nested test class constructors with arguments on JDK 8 again
sample_0038,694efb6dbd8506d623d5c117d1df39f9260f72df,Fix enclosing class bug in IndicativeSentences
sample_0039,694efb6dbd8506d623d5c117d1df39f9260f72df,Fix enclosing class bug in IndicativeSentences
sample_0040,ce567289b26f3e9c2591b1ab2444f7ae3f4d28a6,Polish Named Javadoc and add precondition
sample_0041,7be6fdec7c6b0cbed5f1349a8e550f13eaf7834c,Introduce LauncherSession{Listener}
sample_0042,da043adee5fad859de9fc9fff1707108bebfb9bf,"Return ""null"" from StringUtils.nullSafeToString if toString() returns null"
sample_0043,5be88453c4641428aabba5b1f0cda663c9f3b3b8,Introduce MethodName orderer to replace deprecated Alphanumeric
sample_0044,4f9aec446c0885b8b5e3ff1eb7d031bcdfc8d993,"Replace ""blacklisted"" with ""unrecoverable"" exceptions"
sample_0045,4f9aec446c0885b8b5e3ff1eb7d031bcdfc8d993,"Replace ""blacklisted"" with ""unrecoverable"" exceptions"
sample_0046,750bddbffca5da75f50f1f51ab1f8dd470129422,Detect cycles in inner class hierarchies
sample_0047,5b7a3f068c4edb364002b7086d25754a7f7b3c93,Move LegacyReportingUtils to junit-platform-reporting
sample_0048,ac4ff39ad334515a6a68c39e4c4e814886d52070,Change default @Order value to Integer.MAX_VALUE / 2
sample_0049,932ff166f2f8523e8afd932d61ae3d8f647ee998,Fix programmatic extension registration for nested classes
sample_0050,dea4bb831c6cd3facf88770d2da8bc2cfe0d9ef5,Polishing
sample_0051,c8ea3dbc5c21b6f8bec0eaf6a67a45bf2d883096,Introduce declarative timeouts
sample_0052,dd667704d812894a21b5e3affd5fe3de4d6d4b10,Move PreconditionViolationException to base package
sample_0053,73dfc230a840d446c8d85870993b5f657c1a3892,Remove custom file system support in TempDirectory extension
sample_0054,4b8009bff07a8915a64b93e9b10ca2baad3c8610,Introduce StringUtils.defaultToString()
sample_0055,169c99fdbf39f2e6600fb5d68571e5f7366eaf57,Disallow registration of null extensions
sample_0056,c659dd3bf40a266f9fceb0dea94c9c47dd0fdb20,Document & enforce preconditions in Events & Executions in Test Kit
sample_0057,c659dd3bf40a266f9fceb0dea94c9c47dd0fdb20,Document & enforce preconditions in Events & Executions in Test Kit
sample_0058,c659dd3bf40a266f9fceb0dea94c9c47dd0fdb20,Document & enforce preconditions in Events & Executions in Test Kit
sample_0059,c720cccb04ae4781a0d523e0b2e1ecff9072bbc7,Enable method chaining for Events#assertStatistics() in Test Kit
sample_0060,44a3aa33f6cf691524f65c32f7efe390d55518c9,Introduce config param for default parallel execution mode
sample_0061,219bf17a7e5d49621613a1b591fca72817b801d5,"Polish, align test method names, fix final bug"
sample_0062,0e03295ca3e084ed8cc5de739310be1d6ebc66f7,Check arguments of methods for null safety for ReflectionSupport
sample_0063,872ac7e666d693728697b62492c7c190c58bb34c,Test preconditions for PrefixedConfigurationParameters
sample_0064,c27f8bac42910515d372ec08d178eeb769ba0451,Document preconditions for core *Support & *Utils methods
sample_0065,c27f8bac42910515d372ec08d178eeb769ba0451,Document preconditions for core *Support & *Utils methods
sample_0066,1c1c979e8ae8e868f1da868077694093ca0132f0,Ensure Random ordering with custom seed works with parallel execution
sample_0067,75d6ca31a6cd774f4a62dcd4420b5836ed0ea36b,Use method signature as fallback in Alphanumeric
sample_0068,04f4bba5a3872ecf0852d70f3847b9e66d59809d,Allow a MethodOrderer to set the default ExecutionMode
sample_0069,dfce0a78c61d93742f1907210aaf5009569678b6,Use ServiceLoader mechanism to load TestEngines in Test Kit
sample_0070,8013c6a6a2f07463c4f78f295f5652c04554b065,Convert Test Kit to a fluent API
sample_0071,8013c6a6a2f07463c4f78f295f5652c04554b065,Convert Test Kit to a fluent API
sample_0072,8013c6a6a2f07463c4f78f295f5652c04554b065,Convert Test Kit to a fluent API
sample_0073,c2e039c4761b1606e723f2023e140447112fd486,Polish and simplify Test Kit
sample_0074,c2e039c4761b1606e723f2023e140447112fd486,Polish and simplify Test Kit
sample_0075,4db8e8e359cb0a209b7321b5afc3a304e941c9f0,Introduce DisplayNameUtils helper
sample_0076,4db8e8e359cb0a209b7321b5afc3a304e941c9f0,Introduce DisplayNameUtils helper
sample_0077,4db8e8e359cb0a209b7321b5afc3a304e941c9f0,Introduce DisplayNameUtils helper
sample_0078,75de66e17a98aa9627ad388338aacae8d8f17484,Document display name generation
sample_0079,75de66e17a98aa9627ad388338aacae8d8f17484,Document display name generation
sample_0080,2e496ca4583155ca0e3a876add731630c789ae3b,Remove variants of assertThrows accepting ThrowingSupplier
sample_0081,9abcf78a1fdf735d7e9d12c35a20d137f3f8190e,Deprecate junit-platform-surefire-provider
sample_0082,78fa0ba24f9f6f29a00bb1bcbb553fa5eecd4075,Polish LauncherConfig support
sample_0083,78fa0ba24f9f6f29a00bb1bcbb553fa5eecd4075,Polish LauncherConfig support
sample_0084,18e06a67816d0f1bda8ee783ea89598caa7991d0,Fix ClassSource implementation
sample_0085,5bada91048eb1e9bcc6fba2d37cdee8f627e6f6a,Handle exceptions in StringUtils.nullSafeToString()
sample_0086,137f831bba9d0f45085d64fad47947cbc91a30e9,Make ThrowableCollector configurable
sample_0087,137f831bba9d0f45085d64fad47947cbc91a30e9,Make ThrowableCollector configurable
sample_0088,c1d682aee5da5738fc3be071df45330c005f4cf1,Exceptions in `@AfterAll` methods fail aborted containers
sample_0089,5cb71ec0e66a7e411c7d238d4b4e53b1c2c27316,Polishing
sample_0090,29911f2408c72b5873d63c5fe43cc51bedabe818,Ensure type inference for assertThrows works properly
sample_0091,3e84838c16eeef7bde8b37f049da0b0e0423e244,Make Jupiter discovery mechanism more robust
sample_0092,a8f38994ee1df37ea6eb22b3831bc3d8791f2d6e,Polish AggregationUtils
sample_0093,3ec77993d46efe04cc5a3b62086bb3d5fd924e3d,Polish argument aggregation support
sample_0094,ce303c347e42b606ce51eaf72294dabf19a0ae72,"Support ""Test*"" prefix for test class names by default"
sample_0095,3f1f8dc55446c58cb3d219516bf795fce23610bc,"Differentiate between OTHER & ""unknown"" in JRE & OS enums"
sample_0096,f7e9ea0b14e17285ff72673ee6fbc0409989097e,Remove Accessor interface from public API
sample_0097,f9c6e768eb82df9b8a11da5c7a9f64b889dad44d,Add additional documentation for tag expressions
sample_0098,8fd44c668eb973ed85a1788763ea9a2904a4436a,"Implicit argument conversion for UUID, URL, BigDecimal, BigInteger, File​"
sample_0099,1dc5c06669a225067d6cd674d297209e9f96204c,"Add argument conversions for Currency, Locale, and URI"
sample_0100,1a7fde7a02f0cf3622ef84aec427241ff5be62f1,Polish documentation regarding CloseableResource
sample_0101,1e84ffce09db824535a63313a570f1e3d4f730ba,Stop closing EngineExecutionContext in Node.cleanUp() by default
sample_0102,a84575b8433bc02ac8e2ff018c904c780ae89d1f,Replace TestSource constructors with static factory methods
sample_0103,430f2f647d4cc2f4cbe37bd2d68be51c2c370614,Introduce and enforce syntax for tags
sample_0104,430f2f647d4cc2f4cbe37bd2d68be51c2c370614,Introduce and enforce syntax for tags
sample_0105,943c53f20dace9e1fd6968e377ed4c9dc67f858d,Merge Container/TestExecutionCondition into ExecutionCondition
sample_0106,943c53f20dace9e1fd6968e377ed4c9dc67f858d,Merge Container/TestExecutionCondition into ExecutionCondition
sample_0107,f42d9745a7e128e271cfc41ffd4f60144eb9b340,Ensure MethodSelector never returns null for parameter types
sample_0108,43557436c6c2c87c4d3c8e5e52f7252a58b68102,Support class loading by name for multidimensional arrays
sample_0109,6eaeab2de153f334ea09d3328be6e001e617a085,Support source code syntax for arrays in MethodSelector
sample_0110,e99a78098dae04b1fd2c5cc28ff2a09ab77567e4,"Add Launcher.execute(LauncherDiscoveryRequest, TestExecutionListener...)"
sample_0111,32804d0a7e22b6e37e08bc2f1e7f517dec1005e0,Redesign isTest() and isContainer() in TestDescriptor
sample_0112,39f7784d342e050e18fb877d0311dc7b23c5d18c,Fix bugs in CollectionUtils[Tests
sample_0113,3c52d958f1e3de36726724c62012d75f55db6d8b,Load and register custom TestExecutionListeners automatically
sample_0114,3c52d958f1e3de36726724c62012d75f55db6d8b,Load and register custom TestExecutionListeners automatically
sample_0115,12c3648bca60add769ee17f47dca57d60d927397,Issue : Store raw value of java class and java method selectors
sample_0116,12c3648bca60add769ee17f47dca57d60d927397,Issue : Store raw value of java class and java method selectors
sample_0117,058276c9e78aa35826da2804b9dfafc43371fac7,Provide consistent API in LauncherDiscoveryRequestBuilder regarding nullability
sample_0118,058276c9e78aa35826da2804b9dfafc43371fac7,Provide consistent API in LauncherDiscoveryRequestBuilder regarding nullability
sample_0119,058276c9e78aa35826da2804b9dfafc43371fac7,Provide consistent API in LauncherDiscoveryRequestBuilder regarding nullability
sample_0120,f16e3f6a838726ff9744edf3735a501085203483,"Introduce notEmpty(Object[], String) in Preconditions"
sample_0121,7bbea928c2e4d088c83938a59cb2ad867986dc6c,Add default value for include class name pattern in JUnitPlatform runner
sample_0122,38bfd4d2a40b8d5ee18d09d07ca7e9a6ac3fd409,Support empty string as default package for classpath scanning
sample_0123,decaeffc5566049ca2eee3bf09d8dd911907adcd,Store raw path in FileSelector and DirectorySelector
sample_0124,decaeffc5566049ca2eee3bf09d8dd911907adcd,Store raw path in FileSelector and DirectorySelector
sample_0125,decaeffc5566049ca2eee3bf09d8dd911907adcd,Store raw path in FileSelector and DirectorySelector
sample_0126,b9687c6eae8d43389fe83695e6649de33af6a1e1,Improve support for selecting methods with parameters
sample_0127,a381e6ea5567c3abc3cdc4da40951bf9fac56c8f,Introduce optional FilePosition in JavaClassSource
sample_0128,b1f469c75308359c95a8329672cdbf41daa6ff2c,"Map null Class reference to ""null"" in StringUtils.nullSafeToString"
sample_0129,55175604801ada695aa33955e94588b76e4cd2e8,Introduce support for type safety in ExtensionContext.Store
sample_0130,3a8034e8cd3ee0ecd954806c89cab74fc25e3e70,Apply consistent terminology for 'blank' values
sample_0131,3a8034e8cd3ee0ecd954806c89cab74fc25e3e70,Apply consistent terminology for 'blank' values
sample_0132,3a8034e8cd3ee0ecd954806c89cab74fc25e3e70,Apply consistent terminology for 'blank' values
sample_0133,35d4733fea906c6853ef0f12ba4bb86c838d6046,Add missing preconditions in Launcher module
sample_0134,35d4733fea906c6853ef0f12ba4bb86c838d6046,Add missing preconditions in Launcher module
sample_0135,6b46df0ee35ef56021ca5f4dc9e41ac96b19de0e,Introduce default semantics for Node.isLeaf()
sample_0136,0414ad6b13893ca67c6fe9341e73efb43faed31f,Enforce preconditions across selectors
sample_0137,c8e52a7cde0579562c51c838ef1c83b68b0c31cf,Remove Container & Leaf abstractions from the HierarchicalTestEngine
sample_0138,753e4e1eb56e4bc6e040d7a01a934344e5c38d6b,Document ExclusionReasonConsumingFilter
sample_0139,d398b46bc6a4549edbece534773f222cf95ed5cd,Overhaul UniqueID implementation and Javadoc
sample_0140,d398b46bc6a4549edbece534773f222cf95ed5cd,Overhaul UniqueID implementation and Javadoc
sample_0141,bc945382dcac09d843458719298a5c6b4bc408a0,Polish Javadoc and Filter implementations
sample_0142,ae5e3c4df571942a93d2a5fc284fc501cfec14ee,Overhaul EnginedIdFilter
sample_0143,d75683776656e7781919bec097971cbae38c5d9d,Rename Filter.filter() to Filter.apply()
sample_0144,facb1062bc35b18b6280f2ad93f143101f7abc78,Add missing preconditions to TagFilter
sample_0145,facb1062bc35b18b6280f2ad93f143101f7abc78,Add missing preconditions to TagFilter
sample_0146,d8731f3e07cf4a6eaf6717c7cfe3f5dd05d792e8,Introduce support for constructor injection
sample_0147,875b6ea55d22a6b5e7d734974d7d710fb05825a1,Fail immediately if no test engines are detected
sample_0148,85e4441aaf26fd73d3ee4b4166244e4a71d86e8d,Polish ReflectionUtils
sample_0149,85e4441aaf26fd73d3ee4b4166244e4a71d86e8d,Polish ReflectionUtils
sample_0150,883ee95ec5816f2401d6db362b4bba14a030e230,Remove ExtensionPointRegistry and ExtensionRegistrar
sample_0151,f77221e6cdd0908acda7b731604be9d8e83336e5,Ensure extensions are registered top-down w/in class hierarchy
sample_0152,5459b1ba3657da5830214503be46d5ecd5c2fb4a,Polish Javadoc and static factories in Filter
sample_0153,d305353d6e04a6c425bb8b8aa814f000088b19e4,Document Assumptions
sample_0154,2655224b64cbb9c1a5211b73162be802a1e91999,Remove all variants of register() in ExtensionPointRegistry
sample_0155,5956832c1ce23cda1ae91bef5e8a7f81d7af31bf,improved null-safety and added test
sample_0156,a648bea0ce87996e395cc29521d0b0d513627dcd,Removed unnecessary logic from JUnit4 to 5 runner (JUnit5)
sample_0157,8267f748cec04349f4193592b1d9e5d8d9a1e53b,Overhaul JUnit5 Runner and related classes
sample_0158,212fc445371d89029d978660ca350a04229ab000,Polishing
sample_0159,4cf9460f027c6b230a4f9e689871fe3fc3b20c43,Avoid NPE in CollectionUtils.getOnlyElement()
sample_0160,52792a171cf024b45677023024c2a5eb36ca7b5a,Refine MethodParameterResolver API
sample_0161,5d8663dabcd3103dfedae65a64d838246f8230b0,Document Preconditions
sample_0162,5d8663dabcd3103dfedae65a64d838246f8230b0,Document Preconditions
sample_0163,5d8663dabcd3103dfedae65a64d838246f8230b0,Document Preconditions
sample_0164,266b9b90ab55ed3ffdfd43960309606300db8758,Consistently throw Exception instead of Throwable
sample_0165,9a0220d38b7f029a2931555705d4d5c8ae259239,Refine conditional execution APIs
sample_0166,9a0220d38b7f029a2931555705d4d5c8ae259239,Refine conditional execution APIs
sample_0167,1dffb58c26b79f501ec4c8eefab433dad05f6efe,First attempt at implementing the new extension api and intergrating in new engine. Two tests still failing.
sample_0168,7caa98370bf6ba7bd203ae66526f43c850276fd2,Convert Condition to a first-class TestExtension
sample_0169,7caa98370bf6ba7bd203ae66526f43c850276fd2,Convert Condition to a first-class TestExtension
sample_0170,79b62d7085f896bf884af411ca3fd44aca1e539b,Revise Condition API based on community feedback
sample_0171,a053f0c7437e42526965d95899340aa9c64c04a9,Introduce InstancePostProcessor TestExtension API
sample_0172,baae8bd998f1bd8248c169e8811ab74754c2cd60,Document and polish Assumptions
sample_0173,4bfeac345903be34bd072a7082dd08f9a6c6f945,"introduced ArgumentResolutionException (->johannes, marc)"
sample_0174,afbeaf0295c3c9762910c3e3233d967521608efa,consolidated Method and Class descriptors
