sample_id,repo,commit_hash,file_path,entity_type,entity_name,entity_signature,javadoc_change_type,method_change_type,issue_id,issue_summary
sample_0031,JodaOrg/joda-time,f8d725139f782c230cf8db925086bb6838e1327f,JodaTime/src/java/org/joda/time/format/ISODateTimeFormat.java,method,dateTimeParser,public static DateTimeFormatter dateTimeParser(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add and use new local ISO parsers
sample_0032,JodaOrg/joda-time,84f9e8210f6a63e7ec63684432e0f2946f206b18,JodaTime/src/java/org/joda/time/YearMonthDay.java,method,YearMonthDay,public YearMonthDay(Object instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Prevent String constructor from accepting times only
sample_0033,JodaOrg/joda-time,63c9445d31a750687957d97fed1150f8fe7944cb,JodaTime/src/java/org/joda/time/LocalDate.java,method,withPeriodAdded,"public LocalDate withPeriodAdded(ReadablePeriod period, int scalar)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Start testing LocalDate
sample_0034,JodaOrg/joda-time,621b83eafe8dcddf5c1b108c41051b5917efbbd9,JodaTime/src/java/org/joda/time/LocalTime.java,method,withHourOfDay,public LocalTime withHourOfDay(int hour),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Test LocalTime
sample_0035,JodaOrg/joda-time,621b83eafe8dcddf5c1b108c41051b5917efbbd9,JodaTime/src/java/org/joda/time/LocalTime.java,method,withMinuteOfHour,public LocalTime withMinuteOfHour(int minute),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Test LocalTime
sample_0036,JodaOrg/joda-time,621b83eafe8dcddf5c1b108c41051b5917efbbd9,JodaTime/src/java/org/joda/time/LocalTime.java,method,withSecondOfMinute,public LocalTime withSecondOfMinute(int second),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Test LocalTime
sample_0037,JodaOrg/joda-time,ee0a30f6db2d9d1b0b34294990f7f6a01e6352c1,JodaTime/src/java/org/joda/time/DateTimeUtils.java,method,toGregorianCalendar,public static GregorianCalendar toGregorianCalendar(ReadableInstant instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add methods to handle time zone differences
sample_0038,JodaOrg/joda-time,6f9ef4c4033655457d3809e6785d45605051d466,JodaTime/src/java/org/joda/time/Interval.java,method,overlap,public Interval overlap(ReadableInterval interval),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Interval Added gap method that returns the gap between two intervals. Added abuts method that returns true if two intervals abut. DateTimeUtils Added getReadableInterval(ReadableInterval) method to handle null intervals
sample_0039,JodaOrg/joda-time,65a5478fb4d8616417524d13954fe92c501f9e69,JodaTime/src/java/org/joda/time/base/BasePeriod.java,method,BasePeriod,"protected BasePeriod(ReadablePartial start, ReadablePartial end, PeriodType type)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Ensure that Period constructors for partials check for contiguous partials
sample_0040,JodaOrg/joda-time,b83fb175ebcab3a7176c49fb7c97d4863a4049a2,JodaTime/src/java/org/joda/time/Partial.java,class,Partial,"public final class Partial extends AbstractPartial implements ReadablePartial, Serializable",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add isMatch() method to Partial
sample_0041,JodaOrg/joda-time,17eb41943b7289bb9607e0f840076b61a3e3c707,JodaTime/src/java/org/joda/time/format/ISODateTimeFormat.java,class,ISODateTimeFormat,public class ISODateTimeFormat,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add ISODateTimeFormat.forFields to get a suitable format for a subset of datetime fields
sample_0042,JodaOrg/joda-time,61c64930304b87d4aa81dca05aba09591b3b2d52,JodaTime/src/java/org/joda/time/TimeOfDay.java,method,withChronologyRetainFields,public TimeOfDay withChronologyRetainFields(Chronology newChronology),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fix bug in withChronologyRetainFields because no validation occurred
sample_0043,JodaOrg/joda-time,8a58750637798ab015fa79019e935c89acdf00fa,JodaTime/src/java/org/joda/time/DateTimeZone.java,method,getInstance,public static DateTimeZone getInstance(String id),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Change DateTimeZone to use forXxx factory methods
sample_0044,JodaOrg/joda-time,043abebe138fcbacd6448c1664b0eab1e15184e8,JodaTime/src/java/org/joda/time/chrono/BuddhistChronology.java,class,BuddhistChronology,public final class BuddhistChronology extends AssembledChronology,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Test and fix bugs in Buddhist Chronology
sample_0045,JodaOrg/joda-time,129288e632957675d95c32bbb019964ce2899529,JodaTime/src/java/org/joda/time/field/AbstractReadableInstantFieldProperty.java,method,compareTo,public int compareTo(ReadablePartial partial),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Switch from getReadableInstant to protected getMillis in Property
sample_0046,JodaOrg/joda-time,1707517294d44202e104305e7b0c6fb12dd1a6dd,JodaTime/src/java/org/joda/time/format/DateTimeFormatterBuilder.java,method,append,public DateTimeFormatterBuilder append(DateTimeFormatter formatter),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Restored formatting interfaces to provide same functionality as v0.95.
sample_0047,JodaOrg/joda-time,6892714b99ed388c1f9f8f55f114fcb602186fa6,JodaTime/src/java/org/joda/time/Chronology.java,method,getDateTimeMillis,"public abstract long getDateTimeMillis(int year, int monthOfYear, int dayOfMonth, int millisOfDay)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Checkstyle fixes
sample_0048,JodaOrg/joda-time,56f9a22e1c54ed9316718a367b0f9de017857332,JodaTime/src/java/org/joda/time/format/ISODateTimeFormat.java,method,weekDateTime,public DateTimeFormatter weekDateTime(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add noMillis methods, javadoc and fix bugs"
sample_0049,JodaOrg/joda-time,56f9a22e1c54ed9316718a367b0f9de017857332,JodaTime/src/java/org/joda/time/format/ISODateTimeFormat.java,method,basicTime,public DateTimeFormatter basicTime(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Add noMillis methods, javadoc and fix bugs"
sample_0050,JodaOrg/joda-time,6a5b8bd64e0cc18555c4cfe791f853278e3f24e7,JodaTime/src/java/org/joda/time/DateMidnight.java,method,withField,"public DateMidnight withField(DateTimeFieldType fieldType, int value)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Increase test coverage
sample_0051,JodaOrg/joda-time,6a5b8bd64e0cc18555c4cfe791f853278e3f24e7,JodaTime/src/java/org/joda/time/DateMidnight.java,method,withFieldAdded,"public DateMidnight withFieldAdded(DurationFieldType fieldType, int amount)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Increase test coverage
sample_0052,JodaOrg/joda-time,6a5b8bd64e0cc18555c4cfe791f853278e3f24e7,JodaTime/src/java/org/joda/time/MutableDateTime.java,method,set,"public void set(DateTimeFieldType type, int value)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Increase test coverage
sample_0053,JodaOrg/joda-time,9566157414404c5ea9b4003e4c3bdf334abcd67f,JodaTime/src/java/org/joda/time/DateMidnight.java,method,DateMidnight,public DateMidnight(Object instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rework InstantConverter to reduce number of methods
sample_0054,JodaOrg/joda-time,9566157414404c5ea9b4003e4c3bdf334abcd67f,JodaTime/src/java/org/joda/time/DateTime.java,method,DateTime,public DateTime(Object instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rework InstantConverter to reduce number of methods
sample_0055,JodaOrg/joda-time,9566157414404c5ea9b4003e4c3bdf334abcd67f,JodaTime/src/java/org/joda/time/MutableDateTime.java,method,MutableDateTime,public MutableDateTime(Object instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Rework InstantConverter to reduce number of methods
sample_0056,JodaOrg/joda-time,d7ca0e33ec72b0e4557bdd9c31bb3142765a28ee,JodaTime/src/java/org/joda/time/convert/ConverterManager.java,class,ConverterManager,public final class ConverterManager,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add PartialConverter
sample_0057,JodaOrg/joda-time,cee767aab23b93768812f1027664ff3d83edd7e8,JodaTime/src/java/org/joda/time/base/AbstractInstant.java,method,getZone,public DateTimeZone getZone(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Refine API and increase test coverage
sample_0058,JodaOrg/joda-time,8ef60672c1dd5407b0761b81408857be44562ecf,JodaTime/src/java/org/joda/time/Instant.java,class,Instant,"public final class Instant extends AbstractInstant implements ReadableInstant, Serializable",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Update API Instant now ISO UTC withXxx methods added to lots of classes uniform set of methods almost complete
sample_0059,JodaOrg/joda-time,8ef60672c1dd5407b0761b81408857be44562ecf,JodaTime/src/java/org/joda/time/Instant.java,method,getChronology,public Chronology getChronology(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Update API Instant now ISO UTC withXxx methods added to lots of classes uniform set of methods almost complete
sample_0060,JodaOrg/joda-time,14ca195dfadb4b2f2c71eae03b2d58d165c033f9,JodaTime/src/java/org/joda/time/MutablePeriod.java,method,setPeriod,public void setPeriod(ReadableInterval interval),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Move code from BasePeriod to chrono
sample_0061,JodaOrg/joda-time,750176f51260af36de4802e8150862431e9108bf,JodaTime/src/java/org/joda/time/Period.java,class,Period,"public final class Period extends BasePeriod implements ReadablePeriod, Serializable",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,More Period methods and tests
sample_0062,JodaOrg/joda-time,233ac67186840969dadbc86b371ad15c673ed0ca,JodaTime/src/java/org/joda/time/Interval.java,method,Interval,public Interval(Object interval),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add chronology to interval
sample_0063,JodaOrg/joda-time,233ac67186840969dadbc86b371ad15c673ed0ca,JodaTime/src/java/org/joda/time/MutableInterval.java,method,MutableInterval,public MutableInterval(Object interval),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add chronology to interval
sample_0064,JodaOrg/joda-time,233ac67186840969dadbc86b371ad15c673ed0ca,JodaTime/src/java/org/joda/time/MutableInterval.java,method,setInterval,"public void setInterval(ReadableInstant start, ReadableInstant end)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add chronology to interval
sample_0065,JodaOrg/joda-time,06145d41ac9b5cd8e11fd6553f44cf613633f263,JodaTime/src/java/org/joda/time/field/AbstractReadableInstantFieldProperty.java,method,compareTo,public int compareTo(ReadableInstant instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add a compare to method
sample_0066,JodaOrg/joda-time,89be5d7dd4355ae9d3e841a2b97b59a001c8e85d,JodaTime/src/java/org/joda/time/base/AbstractInterval.java,method,contains,public boolean contains(ReadableInterval interval),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add functionality to intervals
sample_0067,JodaOrg/joda-time,89be5d7dd4355ae9d3e841a2b97b59a001c8e85d,JodaTime/src/java/org/joda/time/base/AbstractInterval.java,method,overlaps,public boolean overlaps(ReadableInterval interval),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add functionality to intervals
sample_0068,JodaOrg/joda-time,24481f10ccfe00f1e0e1566c63db861e33085862,JodaTime/src/java/org/joda/time/field/AbstractPartialFieldProperty.java,method,compareTo,public int compareTo(ReadableInstant instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Use DateTimeFieldType in ReadablePartial
sample_0069,JodaOrg/joda-time,4f040633aa15a3b12bb014257b04ef8e8a9c0ede,JodaTime/src/java/org/joda/time/Chronology.java,class,Chronology,public abstract class Chronology,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add factory methods
sample_0070,JodaOrg/joda-time,5fd28fcd3425461dfcff1800753513f94807f652,JodaTime/src/java/org/joda/time/format/PeriodFormatterBuilder.java,method,toFormatter,public PeriodFormatter toFormatter(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fix and simplify zero handling in period format
sample_0071,JodaOrg/joda-time,41bfd0a024869ee41a444ceece4581c11308cc2f,JodaTime/src/java/org/joda/time/format/PeriodFormatterBuilder.java,method,getFieldValue,long getFieldValue(ReadablePeriod period),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add ability to display milliseconds as decimal places of seconds
sample_0072,JodaOrg/joda-time,c2eb7b74ad0089ae97c4197ebf4079c03f4c9cfd,JodaTime/src/java/org/joda/time/format/PeriodFormatterBuilder.java,method,appendSeparator,"public PeriodFormatterBuilder appendSeparator(String text, String finalText)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add new separator functionality to meet ISO8601 requirements
sample_0073,JodaOrg/joda-time,5f9b9b675631bda3568df0d47ca305126d426011,JodaTime/src/java/org/joda/time/base/AbstractPartial.java,class,AbstractPartial,public abstract class AbstractPartial implements ReadablePartial,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Create BasePartial
sample_0074,JodaOrg/joda-time,6f9b67a4e3817169516d24939a2aa5242ce65d49,JodaTime/src/java/org/joda/time/ReadablePeriod.java,method,addTo,"DateTime addTo(ReadableInstant instant, int scalar)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Return DateTime not Instant from add as period is date based
sample_0075,JodaOrg/joda-time,8fe006070aebd84b6cd2b8870e1095c932a36248,JodaTime/src/java/org/joda/time/base/AbstractDuration.java,method,toDuration,public Duration toDuration(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Optimise toXxx() methods
sample_0076,JodaOrg/joda-time,8fe006070aebd84b6cd2b8870e1095c932a36248,JodaTime/src/java/org/joda/time/base/AbstractInterval.java,method,toInterval,public Interval toInterval(),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Optimise toXxx() methods
sample_0077,JodaOrg/joda-time,5f2aa4794e8094eb6b3018589c3a751f61bd2fa6,JodaTime/src/java/org/joda/time/MutablePeriod.java,method,add,public void add(ReadableInterval interval),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Create BasePeriod
sample_0078,JodaOrg/joda-time,fa310b0723a1c0ded3328bcf150d242ab6cc2e34,JodaTime/src/java/org/joda/time/base/AbstractInstant.java,method,isAfter,public boolean isAfter(ReadableInstant instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add isXxx() methods Optimise by using DateTimeUtils
sample_0079,JodaOrg/joda-time,fa310b0723a1c0ded3328bcf150d242ab6cc2e34,JodaTime/src/java/org/joda/time/base/AbstractInstant.java,method,isBefore,public boolean isBefore(ReadableInstant instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add isXxx() methods Optimise by using DateTimeUtils
sample_0080,JodaOrg/joda-time,fa310b0723a1c0ded3328bcf150d242ab6cc2e34,JodaTime/src/java/org/joda/time/base/AbstractInstant.java,method,isEqual,public boolean isEqual(ReadableInstant instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Add isXxx() methods Optimise by using DateTimeUtils
sample_0081,JodaOrg/joda-time,7eadd1a45e96f15594dcf734cb9af26e2af508fa,JodaTime/src/java/org/joda/time/DateTimeUtils.java,method,getInstantChronology,public static final Chronology getInstantChronology(ReadableInstant instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Select DateTimeUtils methods to keep
sample_0082,JodaOrg/joda-time,95693de1e0a55957a4318de55d76a67258f0f0aa,JodaTime/src/java/org/joda/time/Interval.java,class,Interval,"public class Interval extends AbstractInterval implements ReadableInterval, Serializable",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Detail of Interval implementation derived from testing
sample_0083,JodaOrg/joda-time,24e79cfd1b603f32ea78a132762ee03b77ed934f,JodaTime/src/java/org/joda/time/convert/ConverterManager.java,class,ConverterManager,public final class ConverterManager,JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Split Duration and TimePeriod converters and Javadoc
sample_0084,JodaOrg/joda-time,24e79cfd1b603f32ea78a132762ee03b77ed934f,JodaTime/src/java/org/joda/time/convert/StringConverter.java,method,getDurationMillis,public long getDurationMillis(Object object),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Split Duration and TimePeriod converters and Javadoc
sample_0085,JodaOrg/joda-time,fecb52131ddbfef462a71375fa1124f83c030668,JodaTime/src/java/org/joda/time/AbstractInterval.java,method,AbstractInterval,"public AbstractInterval(ReadableInstant start, ReadableInstant end)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove null restrictions, javadoc and tidy prior to testing"
sample_0086,JodaOrg/joda-time,fecb52131ddbfef462a71375fa1124f83c030668,JodaTime/src/java/org/joda/time/AbstractInterval.java,method,getDuration,public final Duration getDuration(DurationType type),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove null restrictions, javadoc and tidy prior to testing"
sample_0087,JodaOrg/joda-time,fecb52131ddbfef462a71375fa1124f83c030668,JodaTime/src/java/org/joda/time/AbstractInterval.java,method,contains,public final boolean contains(ReadableInstant instant),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,"Remove null restrictions, javadoc and tidy prior to testing"
sample_0088,JodaOrg/joda-time,6c47541636497f06889ee16bfc2df38aefea7771,JodaTime/src/java/org/joda/time/AbstractDuration.java,method,addTo,"public final Instant addTo(ReadableInstant instant, int scalar)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fix bugs by using instant chronology correctly in add methods
sample_0089,JodaOrg/joda-time,6c47541636497f06889ee16bfc2df38aefea7771,JodaTime/src/java/org/joda/time/AbstractDuration.java,method,addInto,"public final void addInto(ReadWritableInstant instant, int scalar)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fix bugs by using instant chronology correctly in add methods
sample_0090,JodaOrg/joda-time,6a806bbe64f60c5b2f934accf9d5a3019fe861d9,JodaTime/src/java/org/joda/time/DurationType.java,method,getAverageYearMonthType,public static DurationType getAverageYearMonthType(Chronology chrono),JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Test DurationType
sample_0091,JodaOrg/joda-time,ac0715fa5758bd45e07015c7cd0a12f46a51b1a9,JodaTime/src/java/org/joda/time/AbstractDuration.java,method,addTo,"public final Instant addTo(ReadableInstant instant, int scalar)",JAVADOC_MODIFICATION,METHOD_MODIFICATION,,Fix null handling from testing
